402.4	-1.563221255
411.3	-1.63081417
419.4	-1.638403289
427.0	-1.583293188
434.3	-1.52714908
441.7	-1.455230399
449.0	-1.392892995
456.4	-1.365432686
463.7	-1.3457354380000002
470.9	-1.291143945
478.2	-1.250718129
485.4	-1.24600776
492.7	-1.183041058
500.1	-1.145592087
507.7	-1.07702869
515.2	-1.095915994
522.9	-1.014936786
530.7	-0.92989581
538.5	-0.878876153
546.5	-0.8081195879999999
554.6	-0.765324515
562.7	-0.676329513
571.0	-0.54705985
579.4	-0.490300917
587.8	-0.432235941
596.5	-0.37526045399999997
605.4	-0.368307865
614.2	-0.34891803899999996
623.2	-0.280497762
632.1	-0.243120079
641.3	-0.23129578399999998
650.8	-0.250499613
660.3	-0.203711118
669.8	-0.19306045300000002
679.5	-0.167402825
689.4	-0.083390217
699.1	0.001596623
709.0	-0.058894151
719.2	-0.08522048800000001
729.2	0.046819379
739.4	0.10101796199999999
749.7	0.048446234000000005
760.1	-0.011057985
770.5	0.429237775
780.9	0.18107358399999998
791.4	0.23283188100000002
801.9	0.22468449
812.5	0.107320611
823.1	0.16928359199999998
833.8	0.24004659399999997
844.4	0.21685603399999998
855.2	0.208223527
865.9	0.17022593800000002
876.6	0.19501734899999998
887.3	0.16353252
898.0	0.060465377
908.6	0.081711749
919.2	0.030025011
929.4	-0.445237902
939.9	-0.297463394
951.4	-0.073223329
962.3	0.179056231
972.6	0.25844986
943.0	-0.587305847
951.0	-0.29889024
959.5	-0.070794996
969.4	0.222548456
978.7	0.30118203600000004
988.4	0.366480719
998.4	0.32083823699999997
1008.2	0.32149600899999997
1018.0	0.314071198
1028.8	0.303930996
1037.8	0.337456563
1047.4	0.40261705
1057.4	0.464017214
1067.6	0.493120289
1078.0	0.497061487
1088.6	0.552643337
1099.1	0.5223121079999999
1109.7	0.258259709
1120.5	-0.39844949
1131.1	-0.269039978
1141.9	-0.047996276
1152.5	0.172702612
1163.5	0.487651185
1174.5	0.519865965
1185.4	0.595322819
1196.2	0.6872313459999999
1207.1	0.7671672620000001
1217.7	0.834153378
1229.0	0.796986022
1240.1	0.792776235
1250.8	0.927655868
1262.3	1.149321773
1273.3	1.147727813
1284.3	0.9683014059999999
1295.2	0.934726385
1306.0	0.858491187
1317.0	0.8076580109999999
1328.1	0.616521486
1338.9	0.347013862
1349.6	-1.163893187
1360.8	-2.326784025
1372.7	-2.275955931
1383.0	-2.2296065609999998
1394.5	-2.116162686
1405.4	-2.209395565
1416.3	-1.8675187569999998
1427.1	-1.5522270740000002
1438.2	-1.41615722
1448.9	-1.000415146
1459.1	-0.001997816
1469.7	-0.18961787800000002
1480.6	0.122831712
1491.2	0.607732026
1501.8	0.8153219340000001
1512.4	0.987735072
1523.0	1.06784542
1533.6	0.976186514
1544.0	0.956964202
1554.6	0.957286315
1565.1	0.990036593
1575.4	1.018008731
1585.6	1.066232831
1596.0	1.069150118
1606.2	1.06131548
1616.6	1.046431669
1626.8	1.026067922
1636.9	1.032298092
1647.0	1.0340021320000001
1656.8	1.067216781
1667.0	1.066356122
1677.1	1.088981083
1687.2	1.0875947609999999
1697.0	1.1149870240000002
1706.8	1.140663059
1716.6	1.186476261
1726.4	1.21883126
1736.3	1.219367433
1745.9	1.171993142
1755.5	1.184802028
1765.3	1.085298325
1774.9	0.969551232
1784.4	0.7954669259999999
1793.7	0.449149321
1803.4	-0.92611329
1812.8	-1.405075059
1822.1	-1.802649217
1831.7	-2.163477032
1841.0	-2.292049264
1850.3	-2.293741445
1859.3	-2.2803740269999997
1868.0	-2.300191446
1878.5	-2.27907915
1886.8	-2.20493547
1895.8	-2.238666979
1904.6	-2.312680596
1914.0	-2.245440445
1923.1	-2.080017888
1932.0	-1.919155682
1940.8	-1.658707471
1949.6	-1.53191345
1958.4	-0.262447715
1967.1	0.500180309
1975.8	0.781832943
1984.5	0.93942053
1993.3	1.221310939
2001.8	0.280226902
2010.4	0.651634919
2019.0	0.718184442
2027.5	1.299759585
2036.0	1.365990047
2044.4	1.449754706
2052.8	1.142966264
2061.1	1.450355909
2069.5	1.196380058
2077.8	1.288619847
2086.1	1.198900372
2094.4	1.104415298
2102.5	1.059425831
2110.8	0.9992514570000001
2119.0	1.0290434609999999
2127.1	0.994640972
2135.2	0.994951908
2143.2	1.006171587
2151.1	1.001094701
2159.3	0.920058995
2167.3	0.901950702
2175.1	0.8061626159999999
2183.2	0.7079856309999999
2190.8	0.626842905
2198.9	0.49808099899999997
2206.6	0.41965368299999994
2214.3	0.44444840799999996
2222.2	0.47983043200000003
2229.8	0.50463092
2237.6	0.506629287
2245.2	0.5278889170000001
2252.8	0.49776363100000004
2260.6	0.566002966
2268.0	0.582225682
2275.8	0.5393812610000001
2283.3	0.593674658
2290.6	0.573555791
2298.3	0.5380724889999999
2305.5	0.5389046989999999
2312.9	0.468662586
2320.6	0.20871667100000002
2327.6	0.45779381399999997
2335.2	0.37427267799999997
2342.6	0.29140830300000004
2349.6	0.200350608
2357.0	-0.22916838
2364.4	-0.17172737
2371.3	-0.470887107
2378.5	-0.36264137
2385.8	-0.346632373
2392.8	-0.23940174399999997
2399.8	-0.11756843199999999
2407.3	-0.254835276
2414.2	-0.42275884799999996
2421.0	-0.414315892
2428.4	-0.19243016899999998
2435.3	-0.492778431
2442.2	-0.34348646
2448.9	-0.83333936
2456.3	-0.420934906
2462.8	-0.319715648
2469.4	-0.380435349
2476.8	-0.441707144
2483.6	-0.6903310840000001
2490.0	2.3403422469999997
2496.9	-0.491938094
