nm,soil_11,soil_14,soil_16-1,soil_23,soil_66kyr,soil_7,soil_9
899,0.415199697,0.490244776,0.578235984,0.481891125,0.307623208,0.338020593,0.440226674
900,0.415383637,0.490448147,0.578414977,0.482013464,0.307663262,0.338206828,0.44040218
901,0.415628165,0.490678191,0.578634679,0.482177705,0.30773145,0.338412642,0.440623403
902,0.415834844,0.490872532,0.578772426,0.482271969,0.307763249,0.338545501,0.44083643
903,0.416026652,0.491107017,0.578974903,0.482384831,0.307846636,0.338722587,0.441055804
904,0.416202784,0.49133718,0.579172432,0.482517004,0.307945222,0.338913769,0.441260099
905,0.416364789,0.491514713,0.579291344,0.482641667,0.308003873,0.339070797,0.44143346
906,0.416534364,0.491697192,0.579466999,0.482700944,0.308018506,0.339222312,0.441609234
907,0.416703075,0.491882622,0.579643548,0.482786894,0.308043778,0.339388311,0.441795677
908,0.416875452,0.492093176,0.57981205,0.48292622,0.308107793,0.339574397,0.442000031
909,0.417072386,0.49238351,0.580025792,0.483063579,0.308206469,0.339768827,0.442229152
910,0.417278796,0.492622524,0.580209672,0.483176768,0.308286667,0.339987218,0.442455947
911,0.417498827,0.492854923,0.580426395,0.483322889,0.308375269,0.340218604,0.442689031
912,0.41772759,0.493142724,0.580724657,0.483536273,0.308497161,0.340440303,0.442935735
913,0.417878002,0.493299901,0.580816269,0.483554631,0.308499247,0.340614051,0.44312492
914,0.418048382,0.493495315,0.580955267,0.483637959,0.308561265,0.340815634,0.44333753
915,0.418272018,0.493801504,0.58124125,0.48386991,0.308733106,0.341068178,0.443601906
916,0.418463856,0.49411732,0.58148849,0.484012812,0.308834106,0.34130621,0.443853468
917,0.418672293,0.494364053,0.581693828,0.484120905,0.308890373,0.341516554,0.444094867
918,0.418881267,0.494557291,0.581857443,0.484213769,0.308939397,0.341725439,0.444322705
919,0.419060737,0.494766355,0.582005441,0.484311461,0.30903089,0.341973841,0.444542468
920,0.419250995,0.495089442,0.582264543,0.484455943,0.309201896,0.342252344,0.444808066
921,0.419475704,0.495386243,0.582519889,0.484629899,0.309342682,0.342523575,0.445105404
922,0.41971916,0.495598465,0.582703531,0.484797895,0.309406012,0.342768818,0.445398182
923,0.419884682,0.495879024,0.582883894,0.484890401,0.309491038,0.343007207,0.445610791
924,0.420056462,0.496147931,0.583061874,0.485023439,0.309595913,0.343262523,0.445842236
925,0.420272768,0.496397704,0.583260894,0.485190928,0.30971548,0.34353146,0.446104079
926,0.420539945,0.496652812,0.583502531,0.485330701,0.309837699,0.343795329,0.446366787
927,0.420762897,0.496965736,0.583719134,0.485454708,0.309969097,0.344066292,0.446638018
928,0.420965225,0.497283489,0.5839625,0.485620826,0.310101599,0.34434104,0.446935058
929,0.421173304,0.497560114,0.584241986,0.485828817,0.310232222,0.344618738,0.447244793
930,0.421382964,0.497794151,0.584422112,0.48591423,0.310374171,0.34491542,0.447475106
931,0.421593189,0.498085797,0.584647417,0.486077726,0.310545415,0.345207483,0.447728366
932,0.421770602,0.498377621,0.584891915,0.48626247,0.310692638,0.345469683,0.448009282
933,0.421878397,0.498537391,0.585044026,0.486283451,0.310735226,0.345686823,0.448269188
934,0.422089309,0.498790979,0.585235715,0.486376584,0.310844481,0.345972747,0.448522985
935,0.4223544,0.499099404,0.585498333,0.486562461,0.311013341,0.346299082,0.448803067
936,0.422602832,0.499408662,0.58580637,0.486800522,0.311197072,0.346616834,0.449121624
937,0.422807395,0.499754965,0.586021423,0.486989707,0.311332732,0.34688729,0.44942832
938,0.423023939,0.500080168,0.586266816,0.487164527,0.311479479,0.347147018,0.449714392
939,0.423272848,0.50039345,0.586567461,0.487351,0.311652541,0.347441643,0.450014114
940,0.423542231,0.500745058,0.586875439,0.487563461,0.311834723,0.347813576,0.450383991
941,0.423724532,0.501042247,0.587121725,0.487660944,0.312000036,0.348121256,0.450684011
942,0.42389214,0.501302838,0.587326705,0.487766206,0.312148482,0.348383456,0.450936228
943,0.42411387,0.501579881,0.587542295,0.48797968,0.312290728,0.348648548,0.451196611
944,0.42433393,0.501989067,0.587872863,0.488179326,0.312456459,0.348951548,0.451530814
945,0.424565166,0.502292216,0.588113606,0.488318413,0.312597334,0.349289328,0.451843202
946,0.42479071,0.502493083,0.588258326,0.48841399,0.312721789,0.349626869,0.452108324
947,0.424975306,0.502794027,0.588468909,0.488543242,0.312884927,0.349907339,0.452364117
948,0.42520684,0.503138423,0.588813245,0.488813579,0.313076377,0.350188881,0.452702403
949,0.425441623,0.503464639,0.589099884,0.489032,0.313243568,0.350498348,0.453019023
950,0.425632805,0.503733993,0.589197397,0.489058912,0.313353598,0.350833416,0.453238428
951,0.425825208,0.503995538,0.589377046,0.489163518,0.313465595,0.35111776,0.45354107
952,0.426001579,0.504283369,0.589635253,0.48933354,0.313621074,0.351373881,0.453823924
953,0.426200002,0.504624367,0.589953482,0.489554405,0.313830227,0.351649106,0.454098225
954,0.426499486,0.505030036,0.590292394,0.489801824,0.314068645,0.352004677,0.454468071
955,0.426718742,0.505359173,0.590544045,0.489918381,0.31420964,0.352281421,0.454724997
956,0.426904529,0.505648375,0.590767562,0.490034103,0.314332366,0.352560967,0.454995394
957,0.427120268,0.505952954,0.591031015,0.490258247,0.314518899,0.352923572,0.45538795
958,0.42727989,0.50623548,0.59128058,0.490358561,0.314672619,0.353244215,0.455664366
959,0.427491844,0.506513298,0.591530085,0.490488082,0.314828902,0.353527933,0.455906749
960,0.427763551,0.506804466,0.591783702,0.49068436,0.315003723,0.353813797,0.456196487
961,0.428005815,0.507128358,0.592038214,0.490871876,0.315194309,0.354172468,0.45660764
962,0.428204477,0.507453918,0.592304289,0.491007298,0.315368086,0.354510069,0.456926644
963,0.42838937,0.507735491,0.592500687,0.491127163,0.315525353,0.354784518,0.457151443
964,0.428595304,0.50796771,0.592613697,0.491282314,0.315688103,0.355005324,0.457367003
965,0.428816497,0.508292139,0.592963278,0.491487503,0.315924853,0.355309099,0.457768291
966,0.429046571,0.50870049,0.593300879,0.491689444,0.316151261,0.355655134,0.458144814
967,0.429289192,0.509111941,0.593548596,0.491880655,0.316339582,0.35602507,0.458434522
968,0.429554313,0.509380758,0.593800128,0.49209553,0.316518039,0.356420606,0.458725184
969,0.429727912,0.509676278,0.594002962,0.492209285,0.31664753,0.35675019,0.459048718
970,0.429913312,0.5100348,0.594236314,0.492377967,0.316851228,0.357090861,0.459405184
971,0.430206984,0.510431647,0.594553292,0.492711425,0.317195505,0.357518375,0.459769309
972,0.430469275,0.510731876,0.594785929,0.492874861,0.317388892,0.357944489,0.460053623
973,0.430751562,0.511164725,0.595098972,0.493083835,0.317605317,0.358368546,0.460491806
974,0.431021035,0.511670351,0.595467687,0.493358523,0.317852974,0.358761936,0.461011738
975,0.431169301,0.511917233,0.595686257,0.493527144,0.317982882,0.359074324,0.461253673
976,0.431370854,0.512194335,0.595860064,0.493635267,0.318213701,0.359436929,0.461508304
977,0.431607813,0.512523174,0.596088827,0.493727416,0.318474144,0.359838843,0.461853713
978,0.431834579,0.512874544,0.596425474,0.493866235,0.318668008,0.360241085,0.462279201
979,0.432081223,0.513263702,0.596751392,0.494177282,0.31886825,0.360641778,0.46263811
980,0.432335526,0.513681233,0.597083509,0.494441271,0.319074184,0.360993654,0.462953299
981,0.432581604,0.514079928,0.597387016,0.494611204,0.31929943,0.361304671,0.463257909
982,0.432801068,0.514384627,0.59758842,0.494803458,0.319566518,0.361636341,0.463592231
983,0.433028072,0.514760792,0.597909331,0.495058537,0.319803715,0.362090707,0.463961571
984,0.433262229,0.515197277,0.598321259,0.49529624,0.320038587,0.362556607,0.464332879
985,0.43349725,0.515615046,0.598707616,0.495444357,0.32028687,0.362913966,0.464667797
986,0.433746666,0.515846491,0.598854303,0.495557904,0.320443988,0.363194555,0.46494481
987,0.433934242,0.516107798,0.599073887,0.49571386,0.320568413,0.363455147,0.465222299
988,0.43410334,0.516487002,0.599423707,0.495941818,0.320769042,0.3637878,0.465538889
989,0.434387803,0.516948283,0.599740982,0.496220499,0.321173787,0.364293009,0.465910971
990,0.434592724,0.517225444,0.599947989,0.496374965,0.321389526,0.364631563,0.466246217
991,0.434792459,0.517491043,0.600185513,0.496539623,0.321567625,0.364924014,0.466584057
992,0.435057521,0.517905295,0.600543737,0.496815234,0.321860075,0.36530444,0.466952294
993,0.435274065,0.518297076,0.600801051,0.496983886,0.322049856,0.365629047,0.467241317
994,0.435418248,0.518593073,0.601011395,0.497136116,0.322190613,0.365929425,0.467556149
995,0.435594738,0.518841326,0.601234019,0.497326255,0.322377473,0.366285026,0.467895687
996,0.435976803,0.519180655,0.601529837,0.497574776,0.32271862,0.366787076,0.468185037
997,0.436233103,0.519620299,0.601859093,0.497766376,0.322980881,0.367139071,0.468497962
998,0.436369747,0.519984126,0.602118194,0.497910291,0.323143154,0.367379576,0.468748808
999,0.436490864,0.520197392,0.602279961,0.49805057,0.323262274,0.367620975,0.468945771
1000,0.436796248,0.520553052,0.602546692,0.498256445,0.323490292,0.367996454,0.469453394
1001,0.43588236,0.519614756,0.601691008,0.497585148,0.322876692,0.366787165,0.468336403
1002,0.436155111,0.51986289,0.601881683,0.497807652,0.323050976,0.367025107,0.468468249
1003,0.436383903,0.519992054,0.602057099,0.497938544,0.323175937,0.367369086,0.468731672
1004,0.436642736,0.51993078,0.602240384,0.498067856,0.323216587,0.367696792,0.468988508
1005,0.436802626,0.520135045,0.602463543,0.49815926,0.32327503,0.368044972,0.469306141
1006,0.436763972,0.520398021,0.602605104,0.498230606,0.323257536,0.368490726,0.469827861
1007,0.436917543,0.520640969,0.602827191,0.498297691,0.323350608,0.368864268,0.470126182
1008,0.437134326,0.52100265,0.603229165,0.4982723,0.323362648,0.36917454,0.470271975
1009,0.437338084,0.521352887,0.603470206,0.498375118,0.323601812,0.369506299,0.470543951
1010,0.437658608,0.521643579,0.603608787,0.498562634,0.324166715,0.369867504,0.470769078
1011,0.43786031,0.521987438,0.603778064,0.498717189,0.324447721,0.370188892,0.471061766
1012,0.437982023,0.522527814,0.603912234,0.498974055,0.324804842,0.370445579,0.471577197
1013,0.438135087,0.522887707,0.604049921,0.499131292,0.325005174,0.370760053,0.471876711
1014,0.438234508,0.523201406,0.604156792,0.499223173,0.324901074,0.371149898,0.47204265
1015,0.438346207,0.523395002,0.60431993,0.49929899,0.324840933,0.371443272,0.472218424
1016,0.438521862,0.523566663,0.604480147,0.499355167,0.324921608,0.371735722,0.472436219
1017,0.438759327,0.523618996,0.604615152,0.499341458,0.325038344,0.372038186,0.472537547
1018,0.438952297,0.523737788,0.604837477,0.49940753,0.325189203,0.372318774,0.472798049
1019,0.439165235,0.523729801,0.605144083,0.499451339,0.325488269,0.372555554,0.473235458
1020,0.439365685,0.52397573,0.605382204,0.499586552,0.325660557,0.372783571,0.473529994
1021,0.439547449,0.524411023,0.605698645,0.499807805,0.325769454,0.372941047,0.473789871
1022,0.439733803,0.524704337,0.605883777,0.499997824,0.32592532,0.373236239,0.474065572
1023,0.439980984,0.525078058,0.605917275,0.500254929,0.326055527,0.373538196,0.474253744
1024,0.440130085,0.525423586,0.606058121,0.500454247,0.326221496,0.37389794,0.47454986
1025,0.440140992,0.52571857,0.60614419,0.50071615,0.326442719,0.374512047,0.475033939
1026,0.440277696,0.525945783,0.606314063,0.500818729,0.326634765,0.374911219,0.475319415
1027,0.44037205,0.5260337,0.606605113,0.500799239,0.326824754,0.375288069,0.475610316
1028,0.440602183,0.526396871,0.606881738,0.500763655,0.327005863,0.375481158,0.47575286
1029,0.440758973,0.52659297,0.607093513,0.500775158,0.327199161,0.37574634,0.475926667
1030,0.441007853,0.526624262,0.60728538,0.500674725,0.32736966,0.375858098,0.475887388
1031,0.441169918,0.526862979,0.607495487,0.500706077,0.327591717,0.376176059,0.476125091
1032,0.441202939,0.52722913,0.60769552,0.500829935,0.327857465,0.376610726,0.476509094
1033,0.44138062,0.527525842,0.607841194,0.500971735,0.328089774,0.376984715,0.476834387
1034,0.441646427,0.527850509,0.607927382,0.501130104,0.328378618,0.37741968,0.477228284
1035,0.441858053,0.528170824,0.608120203,0.501313329,0.328567386,0.377808511,0.477601916
1036,0.442152113,0.528576553,0.608302772,0.501593053,0.32868579,0.378171504,0.477997035
1037,0.442341387,0.528806925,0.608508646,0.501812041,0.328817219,0.378514558,0.478326917
1038,0.442379475,0.528883636,0.608865619,0.502153993,0.328853786,0.378920406,0.478735596
1039,0.442541808,0.529083908,0.60911274,0.502263486,0.328978151,0.379202157,0.478991866
1040,0.44281742,0.529173434,0.609318733,0.502244055,0.329138249,0.379352421,0.479003489
1041,0.442950904,0.529358983,0.609458625,0.502128959,0.329330266,0.379532546,0.479162067
1042,0.443053752,0.529644608,0.609587431,0.502150297,0.329513371,0.379762083,0.479399532
1043,0.44315961,0.530143917,0.609645903,0.502005041,0.329743981,0.379923403,0.47960946
1044,0.443296671,0.530446649,0.609832406,0.502111673,0.329932153,0.380223602,0.479908466
1045,0.443289399,0.530672848,0.609993637,0.502462745,0.330086619,0.380671591,0.480417728
1046,0.443466753,0.531002402,0.610252619,0.50267446,0.330277473,0.380988687,0.480736762
1047,0.44383502,0.53140384,0.610763133,0.502976298,0.330523461,0.381323785,0.481036752
1048,0.444083452,0.531652629,0.610966384,0.503096879,0.330676973,0.381608576,0.481243342
1049,0.444376141,0.531921089,0.611056924,0.503132284,0.330721945,0.381776363,0.481308043
1050,0.444569647,0.532127976,0.611167252,0.503157437,0.330911249,0.382062256,0.48146987
1051,0.444670051,0.532081008,0.611017466,0.502954006,0.331185728,0.382386684,0.481514066
1052,0.444805145,0.532224357,0.61108911,0.50295192,0.331350058,0.382697284,0.481724739
1053,0.444883108,0.532492578,0.611322701,0.503064156,0.331567854,0.383059889,0.482204288
1054,0.444987297,0.53272289,0.611510992,0.503160655,0.331751317,0.383411914,0.482483089
1055,0.445090443,0.532986462,0.611773372,0.503345788,0.331787288,0.383733422,0.48274076
1056,0.445256323,0.533289611,0.612065434,0.503556848,0.331831068,0.384150863,0.482928604
1057,0.445409328,0.533523619,0.612201333,0.503655791,0.332009792,0.384395033,0.483149111
1058,0.445566356,0.533700109,0.612213373,0.50363028,0.332342803,0.384536266,0.483217537
1059,0.445726931,0.533941925,0.612349153,0.503766179,0.332518131,0.384776205,0.48345834
1060,0.445904523,0.534158885,0.612411141,0.503955603,0.332704574,0.384921998,0.483846724
1061,0.446078181,0.534432471,0.612573862,0.504071891,0.33284238,0.385179102,0.48413974
1062,0.446242094,0.534760773,0.612863362,0.50423789,0.332760394,0.385536402,0.484420836
1063,0.446415305,0.535069764,0.613095403,0.50437808,0.332946181,0.38591224,0.484686404
1064,0.446624428,0.535428286,0.613341033,0.504408002,0.333404273,0.3864142,0.484897286
1065,0.446794063,0.535743475,0.613558233,0.504520178,0.333618969,0.386739075,0.48518455
1066,0.446864545,0.536052883,0.613751173,0.504714906,0.333788157,0.38699016,0.485572338
1067,0.447055519,0.536335945,0.613959849,0.504886508,0.333991617,0.387295097,0.485858232
1068,0.447319835,0.536628604,0.614160597,0.505144656,0.334103346,0.387553722,0.486193627
1069,0.44760102,0.536800563,0.614378989,0.505248845,0.334158272,0.38767904,0.486344576
1070,0.447750062,0.537031233,0.614531815,0.505307853,0.334262669,0.388009161,0.486586332
1071,0.447883189,0.537280202,0.614662945,0.505270004,0.334438145,0.388527513,0.486711353
1072,0.448099911,0.537471116,0.61482203,0.505375803,0.334666669,0.388857543,0.487014651
1073,0.448233843,0.537576616,0.614879072,0.505450368,0.334843308,0.389132977,0.4875018
1074,0.44837907,0.537825406,0.615103364,0.505563855,0.33508727,0.389491022,0.487798959
1075,0.448660493,0.538139224,0.615513504,0.505809307,0.335580796,0.389850706,0.488063812
1076,0.448849738,0.538364172,0.615744174,0.505983412,0.335784107,0.390140504,0.488316953
1077,0.448891968,0.538605809,0.615960181,0.506113946,0.335744411,0.390418977,0.488429874
1078,0.449043632,0.538900733,0.616152287,0.506224155,0.335914403,0.390764922,0.488658547
1079,0.449284494,0.539178371,0.616167724,0.506336153,0.33608526,0.391067564,0.4889898
1080,0.449469239,0.539410591,0.616335332,0.506445467,0.336254179,0.391393542,0.489275932
1081,0.449644208,0.539682508,0.616583288,0.506474197,0.336566597,0.391833842,0.489560604
1082,0.449817389,0.539975643,0.616919994,0.506585956,0.336814374,0.392254233,0.489858329
1083,0.449952453,0.540137649,0.617122233,0.506744862,0.336948514,0.392504245,0.490142465
1084,0.450051427,0.540329456,0.617218733,0.5068506,0.337000847,0.392683834,0.49032408
1085,0.45018968,0.54058075,0.617370903,0.50696975,0.337132305,0.393006861,0.490632862
1086,0.450301826,0.540927768,0.617387414,0.507115901,0.337273121,0.393395007,0.491027445
1087,0.450471163,0.541181207,0.617583513,0.507186353,0.337448329,0.393707037,0.491300553
1088,0.450718045,0.541398048,0.617950499,0.507155001,0.337649107,0.394016355,0.491565943
1089,0.450897038,0.54166925,0.61816889,0.507279217,0.337832451,0.394395113,0.491857111
1090,0.451022059,0.541897535,0.618358374,0.507436931,0.338034213,0.394783676,0.492076635
1091,0.45121786,0.542211771,0.618573666,0.507594943,0.338222325,0.395096332,0.492328346
1092,0.451481551,0.542723119,0.618750572,0.507912815,0.338390052,0.395496577,0.492642105
1093,0.451654822,0.543011367,0.618948162,0.508090198,0.338604093,0.39584738,0.492937267
1094,0.451818317,0.543158293,0.61919266,0.508161008,0.338909835,0.396001637,0.493232578
1095,0.451990485,0.543413043,0.619400084,0.508242369,0.33908087,0.396276653,0.493482858
1096,0.452118188,0.543652833,0.619607449,0.508244395,0.339157164,0.396700859,0.493708283
1097,0.452194422,0.543789089,0.619750798,0.50832957,0.339272261,0.397009164,0.493935078
1098,0.452294707,0.544055104,0.619818211,0.508409262,0.339446247,0.397157103,0.494198471
1099,0.452505171,0.54432708,0.619989872,0.508572519,0.339633077,0.39756152,0.494508326
1100,0.45267278,0.544577479,0.620164752,0.508680224,0.339802712,0.397906333,0.494788677
1101,0.452788562,0.544794858,0.620326936,0.508788109,0.340102136,0.39821431,0.495137453
1102,0.452969491,0.545009434,0.620497942,0.508890748,0.34025085,0.398536891,0.495426357
1103,0.453260332,0.545193136,0.620709062,0.508975685,0.340205044,0.398945451,0.495650381
1104,0.453417361,0.545445561,0.620924473,0.509066224,0.340334237,0.399259776,0.495880306
1105,0.453498065,0.545712352,0.621175051,0.509156168,0.340544403,0.399492353,0.496119976
1106,0.453654617,0.545931816,0.621347368,0.509289086,0.34073481,0.399796069,0.496391267
1107,0.453821331,0.54624927,0.621470928,0.509475112,0.340984911,0.400111467,0.496618211
1108,0.453938186,0.546499133,0.621654093,0.509565949,0.341190875,0.400434792,0.496885121
1109,0.454064488,0.546665967,0.621836066,0.509571314,0.341376334,0.40078935,0.49724862
1110,0.454179287,0.546775877,0.621972442,0.509747446,0.341556221,0.401128232,0.497546554
1111,0.454342932,0.547051907,0.622050941,0.50979948,0.341632605,0.401391178,0.497668624
1112,0.454408258,0.547216713,0.622237921,0.509730697,0.341774046,0.401694089,0.497891307
1113,0.454581469,0.547524929,0.622501194,0.509959221,0.342064708,0.40209192,0.498234034
1114,0.454866081,0.547897637,0.622638047,0.510114014,0.342194706,0.402378142,0.498465031
1115,0.455034912,0.548157752,0.622791111,0.510214448,0.342376649,0.402663112,0.498749048
1116,0.455130547,0.548399389,0.62304455,0.510349929,0.342677265,0.40299207,0.499215007
1117,0.455307305,0.548670709,0.623242319,0.510489225,0.3428891,0.403275579,0.499496162
1118,0.455524981,0.548875988,0.623300552,0.51052165,0.342975169,0.40343821,0.499574184
1119,0.455646962,0.549090624,0.623476326,0.510597706,0.343133032,0.403697163,0.499817491
1120,0.455718845,0.549360514,0.623805165,0.510754764,0.343346864,0.404034555,0.500153065
1121,0.455845594,0.549566925,0.623959422,0.51083374,0.343486428,0.404318303,0.500356793
1122,0.455909312,0.549697697,0.623988628,0.510842621,0.343553931,0.404560357,0.50052321
1123,0.456047088,0.549892247,0.624137938,0.510917842,0.343732119,0.404856473,0.500773311
1124,0.456311107,0.550113678,0.624269068,0.511014819,0.343976885,0.40519008,0.501009166
1125,0.456526846,0.550277472,0.624414384,0.511063218,0.344122082,0.405473262,0.501156092
1126,0.456616491,0.550608575,0.624750137,0.511265874,0.344340265,0.405766994,0.501486957
1127,0.456737101,0.550961554,0.624979556,0.511454582,0.344611079,0.406139553,0.50186938
1128,0.456880301,0.551105082,0.625045598,0.511442661,0.344761699,0.406430155,0.502130687
1129,0.456935406,0.551251352,0.625202298,0.511422992,0.344859391,0.4066751,0.502328038
1130,0.457041413,0.551485479,0.625317693,0.511513531,0.345050544,0.406957418,0.502534091
1131,0.457192957,0.551625729,0.625296175,0.511546552,0.3453044,0.407246202,0.502668321
1132,0.457335889,0.551849604,0.625446677,0.511639833,0.345472217,0.40750885,0.502894521
1133,0.457454652,0.552323699,0.625743032,0.511940002,0.345636189,0.407779723,0.503167331
1134,0.457618177,0.552580655,0.625923693,0.512075603,0.345836639,0.408058465,0.503414989
1135,0.457863331,0.552594364,0.626144171,0.512055933,0.345990747,0.408306688,0.503700018
1136,0.45800662,0.552800894,0.626308024,0.512137234,0.346144348,0.408563226,0.503940523
1137,0.458083153,0.553141832,0.626328707,0.512251437,0.346384376,0.408845991,0.504134417
1138,0.458209038,0.553334713,0.626457572,0.512341678,0.346550941,0.409097165,0.50435251
1139,0.458329022,0.553497732,0.626606584,0.512425542,0.346626163,0.4092682,0.504575849
1140,0.458420157,0.55370903,0.626830518,0.512565434,0.346719652,0.409580886,0.504796982
1141,0.458590031,0.553887665,0.627081454,0.512684047,0.346927047,0.409911782,0.505037904
1142,0.458723933,0.554060519,0.627242982,0.512812257,0.347157031,0.410144091,0.50532186
1143,0.458844423,0.55429554,0.627385974,0.512949407,0.347340584,0.410393417,0.505567372
1144,0.459078193,0.554587007,0.627548933,0.5129866,0.347503752,0.410656303,0.505804479
1145,0.459217608,0.554825664,0.627685487,0.513046801,0.34767735,0.410899699,0.50603956
1146,0.459301293,0.554994762,0.627816319,0.513055503,0.347778887,0.411127836,0.506244421
1147,0.459440589,0.555147767,0.627917349,0.513109803,0.347938508,0.41134125,0.506429136
1148,0.459599435,0.555310488,0.627954185,0.513198078,0.34820497,0.411515802,0.506605506
1149,0.459689468,0.555504441,0.628062129,0.513250887,0.348357737,0.411731958,0.506812096
1150,0.459792882,0.555661261,0.628208935,0.513253808,0.348381758,0.411965907,0.507003903
1151,0.459893674,0.555822015,0.628325939,0.513321221,0.348520428,0.412192643,0.507201791
1152,0.459939897,0.556011617,0.628436565,0.513383031,0.348661214,0.412432641,0.507405162
1153,0.459952414,0.556197464,0.628587544,0.513522923,0.348867297,0.412677139,0.507657528
1154,0.460153937,0.556387842,0.628830194,0.513729393,0.349040806,0.412996203,0.507947385
1155,0.460365891,0.556593955,0.628999531,0.513797283,0.349248946,0.413206607,0.508128703
1156,0.460555047,0.556944489,0.629203558,0.513893306,0.349504381,0.413479596,0.508362472
1157,0.460719258,0.557293117,0.629421949,0.514046252,0.349628389,0.41380918,0.508636892
1158,0.460821033,0.557429016,0.629520893,0.514052629,0.34971258,0.413955361,0.508781195
1159,0.460932046,0.557568073,0.629623234,0.514096439,0.349940985,0.414179742,0.509003699
1160,0.461032093,0.557735145,0.629713595,0.514117956,0.350063264,0.414495558,0.509234011
1161,0.461145848,0.557914674,0.629785657,0.514074504,0.350077957,0.4147425,0.509406328
1162,0.461240917,0.558102548,0.629897475,0.514152408,0.350198984,0.414993852,0.509649515
1163,0.461272776,0.558372796,0.62995255,0.514352024,0.350417823,0.415269554,0.50997293
1164,0.461369991,0.558578014,0.630104065,0.514450848,0.350548536,0.415548831,0.51016897
1165,0.461509347,0.558714747,0.630407274,0.514564931,0.350604922,0.415797293,0.510302067
1166,0.46162644,0.558927417,0.630593777,0.514662921,0.350793988,0.416066915,0.51052171
1167,0.461746305,0.559218943,0.63071847,0.514681995,0.351109982,0.416369408,0.510695875
1168,0.461884916,0.55945009,0.630876601,0.514766574,0.351268917,0.416685641,0.510921657
1169,0.46202147,0.559705377,0.63099575,0.514919877,0.351372302,0.417004019,0.511280894
1170,0.462183952,0.559856474,0.631164253,0.515028238,0.351550311,0.417319536,0.511557162
1171,0.4623155,0.560001493,0.631366014,0.51507771,0.351776809,0.417610765,0.511681259
1172,0.462457746,0.560253918,0.631600499,0.515132308,0.351881981,0.417891204,0.511851072
1173,0.462622374,0.560545266,0.631777585,0.515245974,0.352043509,0.418140173,0.512120545
1174,0.462723732,0.56078887,0.63190347,0.515372455,0.352330208,0.418365985,0.512403667
1175,0.462797254,0.561000466,0.632053018,0.515437961,0.352456868,0.418661147,0.512640476
1176,0.462940633,0.561169326,0.63219142,0.515543818,0.352483749,0.419015497,0.512893558
1177,0.463085294,0.561361194,0.63233459,0.515701652,0.352664769,0.419318855,0.513121009
1178,0.463156134,0.561585844,0.632442236,0.515763104,0.352868825,0.419559956,0.513285935
1179,0.463255554,0.561750889,0.632529736,0.51580888,0.353002012,0.41982168,0.513500631
1180,0.463397175,0.561843812,0.632517576,0.515897274,0.353084564,0.420075953,0.51384455
1181,0.46352154,0.56204617,0.632661462,0.515952587,0.353215277,0.420321882,0.514052868
1182,0.463621914,0.562251985,0.632909238,0.515861571,0.353327245,0.420546234,0.514115334
1183,0.463729411,0.56246078,0.633031011,0.515908539,0.353428155,0.420799553,0.514337182
1184,0.463867843,0.562754393,0.63315326,0.516063631,0.353524446,0.42107442,0.514650702
1185,0.463965952,0.563045025,0.633289874,0.516172767,0.353667915,0.421308428,0.514846623
1186,0.464019805,0.563141942,0.633343101,0.516257465,0.353822589,0.421542913,0.515007496
1187,0.464133769,0.563275099,0.633506596,0.51638341,0.354008943,0.421813399,0.515274167
1188,0.464297146,0.563471377,0.633721828,0.516379952,0.354147494,0.422041059,0.515462101
1189,0.464396149,0.563614786,0.633810043,0.516358197,0.354268581,0.422241688,0.515573263
1190,0.464445949,0.563758433,0.633835137,0.516466737,0.354456455,0.422460794,0.515791357
1191,0.464519471,0.563959122,0.63387996,0.516560197,0.354598165,0.422713906,0.516075015
1192,0.464638829,0.564176738,0.634014547,0.516677499,0.354728878,0.422976822,0.516309023
1193,0.464719862,0.56431514,0.634139538,0.516786158,0.354976773,0.42321378,0.516473651
1194,0.464804292,0.564488888,0.63424921,0.516874492,0.355127662,0.423450351,0.5166623
1195,0.464943022,0.564771891,0.634398222,0.51690501,0.355142087,0.423690081,0.516890824
1196,0.465062469,0.564965606,0.634526014,0.516977906,0.355234951,0.423905313,0.517080605
1197,0.465105116,0.565038681,0.634582698,0.517066181,0.355356604,0.424082428,0.517187536
1198,0.465227306,0.565210283,0.634726286,0.517139316,0.355501235,0.424319863,0.517388403
1199,0.465456456,0.565441787,0.634976864,0.51722455,0.355662584,0.424593687,0.517673731
1200,0.465557396,0.565609157,0.635065854,0.517258286,0.355846196,0.424791932,0.51788038
1201,0.46556288,0.565789521,0.63512826,0.517261863,0.356031805,0.425035506,0.51802218
1202,0.465659112,0.565986991,0.635285497,0.51737237,0.356132418,0.425337136,0.518254161
1203,0.465762764,0.566114008,0.635374308,0.517467618,0.356136858,0.425522089,0.518443823
1204,0.465887964,0.566244006,0.63545531,0.517458498,0.35623312,0.425751179,0.518563867
1205,0.465983599,0.566348851,0.635549188,0.51749748,0.356397927,0.426025361,0.518734097
1206,0.46602869,0.566486418,0.635668576,0.517615139,0.356447637,0.426185101,0.51891315
1207,0.466125876,0.566700518,0.635831892,0.517705798,0.356508017,0.426351786,0.519089043
1208,0.46621424,0.566889524,0.635925829,0.517738104,0.356695086,0.426578194,0.519288182
1209,0.466313481,0.567077637,0.63605845,0.517794132,0.35685268,0.426852226,0.519501209
1210,0.466465712,0.567270398,0.636190414,0.517864704,0.356966764,0.427083492,0.519643366
