,Q1,Q1.5a,Q2,Q2.5a,Q2.5b,Q3,Q4,Q5,Q6,Q7,Q8 (modern)
B1_mean,-2.0428228991285016,-2.013931604749527,-2.0922226028152413,-2.098458963290736,-1.7910666135215578,,-1.643562871030254,-0.6425480573164613,-1.120594708839369,-0.51289737267261,0.6345959569735646
B2_mean,-1.6581535607914075,-1.5772605663297232,-1.6449390676891682,-1.7832022391627393,-1.352838655245521,,-1.3899129871398683,-0.26732444407756145,-0.8408659903782612,0.05510796447035571,1.2406916919371749
B3_mean,-1.0865670961118785,-1.0971947843157812,-1.2841398876275052,-1.0399974087838348,-0.8220910962755574,,-1.0846667359410438,0.18737436334034405,-1.020084863076207,0.6792779896518191,1.6212993031608536
B4_mean,-0.5884510853996792,-0.8073552408696776,-0.7943295985352398,-0.44623216110773395,-0.10642598125582611,,-0.9798972584814322,0.5991269678200203,-1.1358370230817323,0.9316270124519876,1.160132214098769
B5_mean,-0.2785504430290665,-0.5761291722142334,-0.49862100478227633,-0.24464743490075697,0.07119317827071452,,-0.5787023355612678,0.5429519332137718,-0.8011388755173072,0.8713282424698557,0.787963753288991
B6_mean,0.18062777969811084,-0.14825794048551683,-0.248552849492512,-0.002408319519566957,-0.10070309610511231,,-0.3236299552961393,0.06363457209855411,-1.0883140325954501,0.07341252437161849,0.1242413926228847
B7_mean,0.49883542798811886,0.21153272426087527,0.10988881374906882,0.02541204525964386,-0.4803627140668327,,0.2592128872250628,-0.35444432869088427,-0.6710405306728241,-0.3967322300497433,-0.09338483675703486
B8_mean,0.5876012425994974,0.44269959064035536,0.2963570412006104,-0.18897380353814136,-0.40186758198585404,,0.6835130089078355,-0.8142560604102487,-0.1832459928224114,-1.1000373039379991,-0.6688684574544683
B9_mean,1.5089553297052456,1.4517119955564952,0.9850727165874249,1.0060430403664193,-0.9211100722346568,,1.4721134575987391,-1.78555209745911,0.03588830166038214,-2.112633539276413,-1.7182884157107123
B10_mean,1.0553203171912053,1.0516777920100628,1.0193356122585846,1.27122185819216,0.1700766715435875,,0.9113232455402951,-0.9627007977677108,0.7198983059480543,-0.8226574886260504,-1.3717852292924841
B11_mean,1.1375339957097796,1.1802173731184564,1.0249581740723699,1.1285904852489257,-0.008142677453518567,,1.3528335805903073,-1.0494290628169691,0.9605665486176738,-1.025388150207927,-1.3800209785189563
B12_mean,1.0456987235041606,1.0907409218179362,1.0067585832775328,1.0762225764049056,0.11637350697631689,,1.340309461277102,-0.8398898852090799,0.9323268633539807,-0.7931132807659458,-0.9952952117910137
B13_mean,-0.019275855755699657,0.19096031330657395,0.4292636225112602,0.43491226580924913,1.3277458584504072,,-0.024221443498034418,1.3052021621135215,1.1242031799555536,1.3026140535794637,0.21570409682747227
B14_mean,-0.1941141958327234,0.32254712864242924,0.6479871984983291,-0.28488025432412195,1.471897072085728,,0.6469070925140413,1.461504116116178,2.0656525685636753,0.8524310336245511,-0.1256332048144446
B15_mean,0.024788585119370994,0.2630302771180024,0.5701459538007967,0.7347662480336378,1.5718505774027007,,-0.2616527966114504,1.2262100309918917,0.6364528966702784,1.1278067565858632,0.42153352024366897
B16_mean,-0.17142626546651887,0.015011192493241024,0.4730372949859126,0.41163206531272123,1.2554716234150163,,-0.379966350093844,1.3301405880538544,0.3861333522139951,0.8698537883312725,0.14711440518577173
