,0.0,3.36999988556,5.1066699028,5.30000019073,5.40000009537,6.25,7.69000005722,11.3299999237,16.4500007629,16.4799995422,17.6700000763,18.2000007629,22.0100002289,26.2999992371,30.5,31.7432994843,78.5,107.699996948,117.9,160.265,212.154006958,238.470001221,286.8,314.485,319.220001221
B1_mean,1.8193709401993143,-1.0547361861551385,2.1858063640911856,0.3328544277844326,0.8685850310065274,-0.39768519844900907,0.8725973820087033,-0.46597020151659974,-0.3826996849426899,-1.9533163657179755,-1.2150131772772936,-1.147086129002633,-0.24595164666203356,0.07287171174392663,-0.26817772893689107,2.37483251787006,-2.0343196964198182,0.18840315735308058,-1.091639444017517,-0.9081378724404824,-1.5059649609885981,-2.1515609371762636,-2.1312042028002285,-2.163582993839043,-1.998406583509186
B2_mean,1.8060783628215538,-0.7967435370632816,2.3362584555368775,0.01978285352946726,1.7484994278314356,-0.26655750715239557,1.1473447999790691,-0.4329648817963354,0.045595435418069145,-1.8660789484526996,-1.136343365339232,-1.8304016249847552,0.26870378673233225,0.3799471527450013,0.03405773132714366,2.2320013871001727,-1.9963667521856934,-0.6204776938196909,-0.8789953527251061,-0.4227981789225933,-1.3077274423251362,-2.1499967815503935,-1.7861053572678856,-2.022789755737148,-1.7443020765057233
B3_mean,1.8028648056180323,-0.7316557178139501,2.5581869748388164,-0.04169876870282917,1.6803711022967676,-0.6059964664543719,1.1971435971395081,-0.35491000013502655,0.02092550378614623,-1.8444248482763366,-1.3944265581898674,-1.9194693787551143,0.3712565403240539,0.4448118597684546,0.10838052521542516,2.3255022534316234,-1.8947272701883275,-0.7905884375013149,-0.8427399563239579,-0.41153753845353375,-1.3503292499174486,-2.0485528577212038,-1.5442916088278893,-1.9408698916939706,-1.6670758345927015
B4_mean,1.8417755118752053,-0.4746297195030215,2.3125206516794785,0.05153583047536691,1.5030517142867539,-0.2508221841968019,1.031341809318869,-0.4376853982385023,0.07799571601889689,-1.7992526027881635,-1.1827502234503622,-1.7795789954280654,0.3275613118395382,0.23828675901081436,-0.0732542922243406,2.064669094628372,-1.8049697284617905,-0.8544673557973906,-0.8771733822417429,-0.33043596094086963,-1.2423778304104347,-2.045487121809626,-1.5604068970816303,-1.920091492662983,-1.8164471215249207
B5_mean,1.7789455379585704,-0.7781451760381753,2.2143060947138986,0.13989751861659824,1.0620063590217281,-0.15991564019097143,0.7607584403091062,0.016914616506078332,-0.24243188853341668,-1.6664245323975795,-1.1378303283284965,-1.6407810061662078,-0.13164701501238354,0.3667933477768271,0.36666952120815394,1.9971716939513746,-1.7968209481646085,-0.4133034273875719,-1.0797405197768046,-0.7927509405338632,-1.3318850887012164,-2.0100221717745486,-1.7162830436650014,-1.8909271257645506,-2.0619246366882455
B6_mean,1.7715709604779835,-0.7944751298973635,2.083057054687383,0.161961696915606,0.7687662515820692,-0.3716024725267421,0.5169965685742265,0.040940492207908276,-0.3102023617364378,-1.5934796501675905,-1.0806990999198938,-1.6277357403765873,-0.30664008707984014,0.27731606157395894,0.45715075136560124,1.8151163103368526,-1.7304160282241046,-0.5876363102803677,-1.2383262191695201,-0.9961538516038754,-1.460284084099592,-1.9336252469928215,-1.8678091619034654,-1.8359109984918376,-2.105886879331818
B7_mean,1.6927368825576996,-0.6768272855195623,2.0739471217192924,0.11120177495160262,0.5631502443227783,-0.3350944459994077,0.5007669411357445,0.09062134857369922,-0.2185378547668146,-1.5365505314431502,-1.0495656331549306,-1.4402715068166565,-0.24392259248167714,0.1890923218631591,0.1995614440881828,1.7876895843878013,-1.6069594602279555,-0.5037821387271367,-1.2738980804376863,-0.9106492525380631,-1.3873978605422197,-1.8281505232841708,-1.7187541330651173,-1.830882402101573,-2.0201730312560326
B8_mean,1.6739041294685262,-0.4943107294027701,1.9965499355778524,0.01846483477292551,0.602441448284217,-0.20412254997958224,0.43264393713503646,-0.0058931450160171215,-0.10867500591963938,-1.4577098728279838,-0.9426616039820326,-1.4559617248237267,-0.20012549071035968,0.21264321460639013,0.2253870638966023,1.7533038851588671,-1.514506454768741,-0.6411515654444377,-1.2944862543024858,-0.8830432527638279,-1.312175726498436,-1.7535039761530007,-1.6919789585973335,-1.6906188826105215,-1.8804176873608056
B9_mean,1.5711597999855724,-0.5125997621779785,1.9330278223851896,-0.08888435858174194,0.5625459965556615,-0.11744844432649393,0.5237517141888501,0.0314507230742875,-0.05565723081478625,-1.3495370140711394,-0.8329940375861598,-1.4784511019947975,-0.1469672619604929,0.20502621636021992,0.32979100622508545,1.6801451366789204,-1.4448827666108506,-0.7451984531567558,-1.3421131062176352,-0.8261971892056936,-1.2345847394404121,-1.6597230931972955,-1.6005329438843838,-1.7028098714854352,-1.7361911061486528
B10_mean,1.537703310599842,-0.5137210770838581,1.8612281450621022,0.007428209669004508,0.4719615648064129,-0.20234388723625193,0.49311172722102037,0.07166210795035446,-0.10189478371216269,-1.3247631682980934,-0.8372600279595227,-1.4094986334812807,-0.2489312066468147,0.2483904358468665,0.3250271100110846,1.5352169292698836,-1.3910409740441423,-0.6950841363262102,-1.3897938832503185,-0.8827483783473258,-1.2347938650275627,-1.6323671415764704,-1.5896735799307478,-1.614749748051772,-1.716027691850528
B11_mean,1.4781154061211645,-0.491436554414137,1.81191183231357,0.01791144833335785,0.3516112466210262,-0.2054468098322807,0.47473999103510883,0.06822779041071354,-0.11706322493070728,-1.2706065962662092,-0.7614083156030179,-1.344515575860301,-0.2286219724970775,0.23852691167652584,0.20638887538053338,1.5147854247127632,-1.335875004679142,-0.61248122383299,-1.4851294226024159,-0.9068323262371195,-1.241420960173608,-1.583386191520443,-1.5234642479853362,-1.6027303581634693,-1.6868495579477436
B12_mean,1.4691468863942667,-0.41989150794818864,1.7668372267609607,0.08360632423085539,0.3612826734701995,-0.07326750041734781,0.47499168731830044,0.1281917033236154,-0.028865806153827674,-1.2841745402371303,-0.7337636030373187,-1.3518562886777874,-0.22147308469167884,0.3159809472757524,0.4090280200747949,1.4925018503889964,-1.2814780764546885,-0.6424594775023388,-1.4359169928702886,-0.8523335361059474,-1.197446993585818,-1.5240474958841945,-1.4848040484304186,-1.5399475115402141,-1.6426147279618721
B13_mean,1.4430167811106793,-0.3454593978165266,1.764419311401477,0.04257278453610374,0.2262728900807584,-0.15809802862844413,0.4153190422599697,0.1823956121822149,-0.07538792920152351,-1.2195736440380756,-0.695433176218028,-1.3094407422116434,-0.3501465228677008,0.2526715044413883,0.4535976446081711,1.4162388591410313,-1.2657471107403635,-0.5749133033612939,-1.45954422187154,-0.9902128247694091,-1.224328397357725,-1.530001131598604,-1.5162100122348585,-1.5094551177019206,-1.6627096273284414
B14_mean,1.4367224645948269,-0.3668417130907132,1.673423739366187,0.17415045444289803,0.2238165618866287,-0.12258968846049977,0.4206844776364131,0.2500483529180102,-0.08518947430266527,-1.2217057224228318,-0.7202056892364527,-1.2705982394495703,-0.34719967448877,0.22085147930588972,0.48258006311261487,1.3455718362478508,-1.2580541528410547,-0.7124584104388975,-1.4242586172339067,-0.9457714291661425,-1.2699465062977262,-1.4605840234191678,-1.4657653118080332,-1.4971223731424148,-1.6773048782922806
B15_mean,1.4176988808943989,-0.39983672641314616,1.6193854021451035,0.18287374279124613,0.1218678445602842,-0.15139883172655771,0.3346453017438327,0.2730633986524252,-0.05755358535339469,-1.2140578022615256,-0.6930418652548814,-1.2461855224783978,-0.4156360924077885,0.19660907960962692,0.4741865316879495,1.291304616905259,-1.2126310689188728,-0.6393713921612104,-1.4387123860945212,-0.9816227996274915,-1.2029571316155514,-1.448681856460923,-1.4918784400770866,-1.4731880449228782,-1.6410595960698826
B16_mean,1.419851277531668,-0.28565593616961477,1.5782992439946766,0.1485274959025378,0.13552208442776245,-0.07853857394867701,0.41910255752876624,0.3024601185453366,-0.025698828348617666,-1.1938392168722993,-0.675747262198202,-1.2673629624461393,-0.3502923231680834,0.1976689958787389,0.4817109185365688,1.231561180824111,-1.1885374174245644,-0.7128760319757474,-1.3167814031187723,-0.9321085593256884,-1.2758732554445846,-1.4248992165443701,-1.426207462424948,-1.4374656124056895,-1.5934436818184277
