,Q1,Q1.5a,Q2,Q2.5a,Q2.5b,Q3,Q4,Q5,Q6,Q7,Q8 (modern)
B26_mean,-0.5563225352548109,-0.627733251250145,-0.5993945592761489,-0.4920428344074607,-0.5400752847223139,-0.5092098722690229,-0.7123940178728642,-0.43612374256638087,-0.5738256527125327,-0.4315215253386686,-0.34373080178405935
B27_mean,-0.5367320647160814,-0.6107997240920189,-0.5833030186244641,-0.4752934648448196,-0.5257016191258252,-0.5072436599618023,-0.6894232960362934,-0.42645251166880055,-0.5600694939896723,-0.4193985266174445,-0.34143362652564724
B28_mean,-0.5126795126525155,-0.5891075141308045,-0.5584369534305272,-0.45464898516572955,-0.5078769579630477,-0.4884333123359312,-0.6697948126086674,-0.4092748372894982,-0.5376158017301313,-0.4026033438843809,-0.3277601216165007
B29_mean,-0.4394023209811177,-0.5179102700452906,-0.4847177871600247,-0.38619947457451376,-0.43771620885385776,-0.4222128541771444,-0.6010366630421125,-0.3403480596280277,-0.467190093739386,-0.3334049795933156,-0.26470642560864477
B30_mean,-0.4006157277344595,-0.48096484820106844,-0.44815053346302386,-0.3498041831507406,-0.405619297376236,-0.3781640232088468,-0.5625641727991754,-0.30673024412028616,-0.43062470782039486,-0.2979470077644563,-0.23261707542238794
B31_mean,-0.37639302166275423,-0.45995467105914234,-0.4272614754739797,-0.332828676515371,-0.38463537012315596,-0.37378223616886946,-0.5465581297943767,-0.29326916782704443,-0.41223134796504335,-0.282919852430716,-0.2241269343418335
B32_mean,-0.3896106716444284,-0.4714105853462573,-0.43820256832481674,-0.34802715880972906,-0.4033539951561048,-0.39212831430219613,-0.5522011197243375,-0.3129002653684021,-0.4276921726429965,-0.3023856771659287,-0.25017872873096125
B33_mean,-0.34558146308991633,-0.4288905345869214,-0.39404301613802817,-0.30462418434832783,-0.36565066382933475,-0.3425156851277198,-0.5155216809097329,-0.27232748668194184,-0.3835837927095251,-0.26018348019629617,-0.20988660658903494
B34_mean,-0.32854612031853403,-0.41448834546113555,-0.3772332016276609,-0.2904697928174157,-0.35379630469695716,-0.3349506292738634,-0.4947799716284044,-0.26270548837681207,-0.3700748883893311,-0.24985269608950603,-0.20383651263063093
B35_mean,-0.29040082744149015,-0.3789136897737053,-0.34385691867383655,-0.2579304116005793,-0.32017886623731484,-0.3100325526529589,-0.45770872202725815,-0.23603873143756104,-0.3364683063583561,-0.2215947079779767,-0.1825376833308518
B36_mean,-0.19285531791562804,-0.2839624361437618,-0.24857816527355545,-0.1619234830472007,-0.2247995174609025,-0.23019141838597273,-0.3565596133368384,-0.14692418326380516,-0.24590630062888327,-0.13415243074637664,-0.09959266381113202
B37_mean,-0.117227719380996,-0.21271976069763152,-0.17251836084429367,-0.08247163009973855,-0.15829942920423604,-0.13396438862535892,-0.2796976741330782,-0.06670478015129556,-0.17115254813608197,-0.05539901416810011,-0.018522494800116293
B38_mean,-0.14553499124653663,-0.2401977216849679,-0.20787718260646001,-0.11801770944247542,-0.18640447069178281,-0.19426664712139657,-0.29178028689342206,-0.11206775982287809,-0.20907436927286865,-0.10172506679620848,-0.07349062849993533
B39_mean,-0.16277921321956398,-0.2516816955265383,-0.22711224957076537,-0.1337259968868614,-0.20550978049380877,-0.21182242031638251,-0.2914394870429337,-0.13810166724629222,-0.22833683646998848,-0.12966993742024072,-0.10626225925158765
B40_mean,-0.06368960591143244,-0.155267111018611,-0.12283961875527415,-0.021878905544147047,-0.12242773213920143,-0.0652140316208122,-0.20610182040591626,-0.025255705336751224,-0.12106889505350073,-0.014733281236346223,0.0210528558480295
B41_mean,-0.007918297375389178,-0.10016260673414325,-0.06565365790226659,0.02852401523499152,-0.070625329000942,0.002716994141535266,-0.14302300153787825,0.029896450839285403,-0.06436477153976297,0.03884361721406411,0.07603418985192614
B42_mean,-0.030131672057276696,-0.12364964429655918,-0.08978640721419144,-0.007745281339411197,-0.08988545777124358,-0.05076400862356101,-0.1459396556443504,-0.002968518274518491,-0.08910286772513398,0.0016740417117522943,0.02806665253306002
B43_mean,-0.052965033201141716,-0.13440091289452014,-0.11796814290643723,-0.04470540579403604,-0.11228308166858911,-0.11332919436231595,-0.1445557196729585,-0.05719458989002822,-0.12366096067212132,-0.04659823373472273,-0.044864016569429156
B44_mean,0.3052899643452947,0.21236620823309035,0.2520498075262768,0.33903907359795776,0.2205615404715741,0.3326158024566986,0.16410124195017253,0.3410297692238669,0.2501958276920968,0.355569143695746,0.39395096899931786
B45_mean,0.11549170601491997,0.023681100998263892,0.0539112257516674,0.129776393044397,0.04888466585833946,0.0788107018846246,-0.0026610133521562766,0.12844847462359632,0.046729614940834205,0.13703906279523995,0.1609780099655877
B46_mean,0.15997497157029647,0.06977568488299525,0.10424558601053178,0.16925856398799938,0.08618585193191211,0.14205116117161368,0.04036979458054247,0.17607556144310502,0.09681804318110981,0.1827672175609475,0.21141833378560435
B47_mean,0.1663897089023312,0.07992003047418592,0.11032080401582099,0.17147745837539863,0.0936000770190328,0.13037223982285043,0.061936685038473285,0.1753687191863096,0.09992331382929236,0.18078106535317492,0.2058361798030803
B48_mean,0.08500289071867505,0.005064648131813136,0.02587240017924612,0.08011089277880958,0.020293355233882038,0.004402395788120845,-0.008412980754268091,0.0723409980220814,0.00984922918559113,0.07943742082496212,0.09311100549436378
B49_mean,0.12013702681701476,0.042638227988101,0.06824772379391332,0.12043565374126186,0.04167419121135735,0.0876966993935441,0.01998965267561775,0.1196057489717286,0.05485024432045223,0.12580724116275385,0.1508199703423173
B50_mean,0.1898730918688945,0.11340809862928414,0.1410331023431254,0.18730651444904114,0.10575883285095794,0.16361095384534302,0.08817000387697276,0.18966247847302678,0.12330080358735088,0.19566524392154638,0.22201446845052233
B51_mean,0.18687260918398285,0.11239955799574979,0.13694100395448752,0.17380919327811886,0.10639618192362874,0.14329351402925977,0.09033328409035843,0.17851428826934973,0.11651665078783165,0.18118462361523313,0.20149189896229117
B52_mean,0.18346958358434384,0.11285172294819149,0.13602527911552792,0.16531033167211884,0.09886639100766272,0.14349173624065226,0.09484315916415711,0.16905615027693513,0.11301323801411446,0.17381498422523875,0.19198290561897866
B53_mean,0.15283843098111685,0.08585393530721179,0.10555380720806105,0.12979873392396882,0.06597138645790908,0.10862312569803924,0.06937532460586869,0.13114929232127273,0.08073571332017626,0.13609950977937782,0.1505934878862011
B54_mean,0.18359362120134995,0.11882009619432023,0.13817527402272178,0.1581178650699588,0.0969970706688614,0.13269431134962498,0.10377126319662032,0.15662727263109788,0.11081942717577725,0.16095401118007985,0.17667992305088687
B55_mean,0.1773218427555948,0.11701276175395896,0.1301165150765713,0.1405579835701649,0.09862675768353309,0.09136140243894723,0.11490325593493239,0.13779750711960714,0.09825730605338286,0.1404014359800408,0.1467015017052739
B56_mean,0.08413127897932784,0.030956295064221553,0.040169202271929695,0.04938494936772469,0.004123538831220071,-0.01488325560232731,0.0319961370553036,0.03499154323734563,0.006131943626939878,0.038699845418302535,0.0409222901990814
B57_mean,0.09380123507156865,0.043600119106309156,0.051593988345131014,0.06143401700457289,0.006093813672490919,0.01713792417301112,0.03832848288481723,0.04440614961347289,0.01722759321651805,0.05117253353373313,0.056124823170979256
B58_mean,0.04497464722155138,-0.0026872888550509913,0.007131199282001897,0.00602145005401317,-0.046277146383951785,-0.029892140141799733,-0.00047612445066437027,-0.001183101642036226,-0.024619301455301976,-0.0012986169107570508,0.006740098385508459
B59_mean,-0.3339631996665045,-0.3684374082794232,-0.3815759751370476,-0.38539881080197613,-0.38353072255397225,-0.5383369778855309,-0.33954847011365,-0.4280904100521277,-0.424403727953011,-0.425190600020662,-0.4615538885728702
B60_mean,-0.28603480429826095,-0.32072925894389703,-0.3167500797125068,-0.30598449775592684,-0.3675945706291572,-0.3450054719581054,-0.32298885699015334,-0.3333737527881758,-0.34394452060387326,-0.3266906901758509,-0.3289108351869579
B61_mean,-0.04168222581107966,-0.07683736611563582,-0.07800778871585447,-0.06542773189536116,-0.12116522487235555,-0.13958512730276032,-0.08813706184420114,-0.10212625385153684,-0.11199241308093529,-0.08983306801856494,-0.10180071840737594
B62_mean,0.17889481938014198,0.13773863950616191,0.15286241498976985,0.15898050622905546,0.0839534519680177,0.14341015549414063,0.11169082123461328,0.13943310535163805,0.11961674365854294,0.14856480629050217,0.148062564435331
B63_mean,0.28471349420216896,0.23836144342607843,0.2493537762991172,0.25001300102815094,0.1895778609113546,0.2185426125111892,0.2166318922833814,0.2327033745375904,0.2108402316400037,0.23795023440968552,0.235515913896386
B64_mean,-0.5117435884778634,-0.5034889660959773,-0.5615477041616023,-0.5318780104762114,-0.5554994441080119,-0.7120279158957408,-0.48217892328279743,-0.6149907957074678,-0.6046283010384894,-0.6044865800960649,-0.6242132760759176
B65_mean,-0.22855009986906624,-0.23021654494094118,-0.2730342242580182,-0.2625703995017595,-0.29905068987994826,-0.44997982393925146,-0.2203048162428467,-0.33612125363553724,-0.3267757885888414,-0.3212025889508723,-0.34035739711636437
B66_mean,-0.06367081061291355,-0.06681410711342725,-0.08845256687827525,-0.08134134774649882,-0.15426129854157844,-0.18795547402759596,-0.06267644654974003,-0.1355532722761955,-0.1312068305827017,-0.12836771136983913,-0.12291011268793799
B67_mean,0.2216716070101316,0.20361481788133282,0.19710637977460005,0.20503461533431244,0.12123034588455181,0.09542710552517467,0.18995111038573229,0.16094438035118544,0.1454273105962694,0.16966015428589645,0.17963186754457708
B68_mean,0.3226043794305475,0.29764785165314556,0.29069388763104664,0.2907752530539458,0.21872039597941056,0.15620718818928203,0.27768558649054254,0.24589846182066122,0.23392707758471562,0.26177584388512054,0.2637856137038046
B69_mean,0.3820156375811401,0.35553181814197365,0.3488454900197094,0.3516502246463606,0.27204394931181175,0.22185808302227056,0.33430488605348513,0.30898386828356167,0.2942472967293049,0.32492881570187115,0.32471464519420074
B70_mean,0.3550757317155355,0.3264373083770274,0.3159834709211882,0.3157891354232564,0.24419506419669093,0.1916882274725899,0.31086553653497734,0.2710815532079903,0.25910452559516345,0.2854824307407549,0.2875143939376781
B71_mean,0.350853419307063,0.32635227902509406,0.32011497864808347,0.32103684191708404,0.2411021701973388,0.2003909338441618,0.31136728124204904,0.2689263208908926,0.2621081315084454,0.27942945684511356,0.2833243820664679
B72_mean,0.3731256931743218,0.34272369233592104,0.3329604055805168,0.33217923951777195,0.26804515571947934,0.184710727802344,0.32726424002822596,0.2764089835241374,0.2703617322495455,0.28805879728829936,0.28232355413317867
B73_mean,0.40564655521616166,0.37633523338555325,0.3530720177545853,0.35724145506942934,0.3079297106390517,0.19481517099978748,0.3664321974061753,0.29110067812966556,0.2926127584259826,0.3046747530495021,0.28213412558157724
B74_mean,0.446848031289612,0.4179663161932161,0.3939817237013364,0.39814214442476636,0.3480686325262794,0.2666913542107604,0.40845097727452273,0.3275525368375907,0.33028022421372805,0.3410215401597431,0.316845428935418
B75_mean,0.4801935468060239,0.4519085053239204,0.43943592390709324,0.43998268086995335,0.3686228190374041,0.3508305770406788,0.44053894401296656,0.37315623226650635,0.3778903152449003,0.3860533132629754,0.36978518878107974
B76_mean,0.5292474954785513,0.5037525870750985,0.4939494949472102,0.49141243486018915,0.40535703942072154,0.42187055508065424,0.4861944726011015,0.42557764931411035,0.4340404163772954,0.4382001883285669,0.425036297195729
B77_mean,0.5611750896728601,0.5373942864180136,0.5233087613562325,0.5216323321449929,0.43140435886573075,0.45266225569712926,0.5220744209122579,0.4508117706778697,0.46474707300114154,0.4657009186378574,0.45160038374985556
B78_mean,0.5701294661992897,0.5448714504636694,0.532887532974886,0.5326571058030191,0.43967363809403437,0.45337018158335646,0.5368694860500839,0.45519460693962593,0.473095171368943,0.4710566993746022,0.4556021454064737
B79_mean,0.6316078370118702,0.6111697375521562,0.5957287244637226,0.595517779519731,0.4986926320730448,0.4932857286008103,0.599412369316418,0.5100423477105696,0.5307024008722347,0.5280110143651804,0.5075373527089339
B80_mean,0.622742600120194,0.6017773166625289,0.5795872245310437,0.5790293054686212,0.4934369883580032,0.4291001879992394,0.5995741393232218,0.48289275305640533,0.5086886260189589,0.5031138781752084,0.4766161873190782
B81_mean,0.3977125928914883,0.3880799728572542,0.341322040460766,0.3388654068187595,0.29424517102221265,0.0732015856054714,0.4030740155620376,0.22941947977779306,0.2645163069466477,0.2598138014587098,0.20829521561545342
B82_mean,-0.21780369534450938,-0.2071465374962172,-0.28027387989514924,-0.2756984793102434,-0.2711573148083383,-0.5715051326987863,-0.15945630049488374,-0.4050496790164718,-0.33566571692672886,-0.3702180680754677,-0.45276268502761485
B83_mean,-0.23892463287237053,-0.23525402199268483,-0.25357413762481196,-0.23658820200987374,-0.35132124907996604,-0.33538297555041474,-0.21391454977821758,-0.3396510869860096,-0.2921488309913748,-0.3205319196439225,-0.3382909622889747
B84_mean,0.08211667266830561,0.08630883721510114,0.03416812497120681,0.05903144760213404,-0.0020193928607778865,-0.18998796981860577,0.11816280319018746,-0.0721534878560218,-0.021874081138744096,-0.044640631374181776,-0.09849394892227807
B85_mean,0.20978137286400966,0.20838476240949022,0.18796099525802198,0.20179917678337492,0.09266496135517294,0.08483702734598003,0.2322180170883837,0.09581916032243429,0.15136223230540166,0.12506717958399405,0.09445742148051872
B86_mean,0.5551111972236398,0.5442673633523831,0.5234296284648873,0.5454879732041326,0.43133680174932604,0.3921903306711166,0.5553648215301417,0.42566733793578815,0.466678248668878,0.45447571487943195,0.41788842616184985
B87_mean,0.6262341449573561,0.6145527079084354,0.5819684018312865,0.6089231054865353,0.5170572997171023,0.4378523382236498,0.6179699059650742,0.47204607187525516,0.5213458617400852,0.5069873752668441,0.45525415700464555
B88_mean,0.6854420506078244,0.6673221269721196,0.6416266324777551,0.6753051613534172,0.561417421596394,0.5234226841382126,0.6687936364623974,0.5357247437705956,0.5847980406669969,0.57127446746055,0.5258378685466616
B89_mean,0.7701116554814261,0.7519068126641525,0.7295436981046967,0.7630992744758776,0.6384837853756143,0.6255012058854668,0.7471459688255225,0.621792140558833,0.6720875805496525,0.6570624513168655,0.6143770653487448
B90_mean,0.8397444575326346,0.8206073478190123,0.8017762888601933,0.83610848761726,0.6991062945349324,0.7195118167753873,0.8150428601107023,0.6942000416932192,0.7481168720078479,0.7295133077275863,0.688822307680075
B91_mean,0.9043342891417062,0.881633177315917,0.867317819971345,0.8973984326907062,0.7590432647875159,0.7969142974439595,0.8818826539040489,0.7556787012244948,0.8154616411035074,0.7939713861125254,0.7528506462945725
B92_mean,0.8707435909097497,0.8519830010884305,0.8333047227719689,0.8628720927144,0.7268804674127969,0.7745843833159156,0.8455294323045417,0.7197775121421165,0.7841931154171674,0.7603525474219306,0.714647396164107
B93_mean,0.8583695635187772,0.8386404284324827,0.8283807302767704,0.8533410505620207,0.707841066616488,0.7822522982785592,0.843378204835186,0.7127212755649152,0.7788389929488877,0.7513801550313034,0.7080868108014077
B94_mean,0.9997575875155431,0.9829649943446127,0.9720238848837501,0.9900092409233158,0.841488396935719,0.9086850791456936,0.9931657601594952,0.8472289007261806,0.9197313442007695,0.8874425831788162,0.8391021864268224
B95_mean,1.2493856230600509,1.2411258150136435,1.2173242359520884,1.2195743486316044,1.085714227207611,1.1177227606103777,1.2640032883018089,1.0723131366853675,1.1627195544427196,1.1178917038120706,1.0532264445387165
B96_mean,1.2645206452978373,1.2552509439216795,1.2250824435755623,1.2357448155533461,1.1060837264015224,1.1181304547951836,1.2891172636463586,1.0784972850514687,1.1714919533674117,1.1262157826832342,1.0558147219364555
B97_mean,1.0751104455290648,1.061079547077172,1.0386117154570804,1.0596420393975023,0.9272288634904082,0.9593296672875883,1.0882316393944906,0.9041034300080709,0.9887266259057156,0.9460900963135299,0.8854742440335069
B98_mean,1.0439105103110835,1.0358466562528097,1.009671359155863,1.0307800014141495,0.8988552386692713,0.911892416273675,1.0656492932430277,0.8705253712119168,0.960142927686913,0.9133529614494561,0.8496281717974651
B99_mean,0.9623872483926448,0.9579085559570389,0.9319283785606569,0.943818680157929,0.8266222878766771,0.8232048535829292,0.9943845443958854,0.7903258425975999,0.8827079151397074,0.8345962625126446,0.7689971363040197
B100_mean,0.9119368983077284,0.9144628864577375,0.8808061030614011,0.8971713406791015,0.7798223619330191,0.7485992646541598,0.9468838656968253,0.7364174167700287,0.8314183454712395,0.7827616620441609,0.7191465681477183
B101_mean,0.7127971809544583,0.7262821837137565,0.6879244005411399,0.699700762760249,0.5929832256698021,0.5176396489741775,0.7742735284699785,0.545933488959612,0.6390330586916013,0.5911606804939884,0.523838523209119
B102_mean,0.47171383672976785,0.49803868502211424,0.43500906055606403,0.4472777924506179,0.38152052356414085,0.14812877586451473,0.5539809303922678,0.2829867661188515,0.3841995400434664,0.33412350752366704,0.2514322880371071
