,0.0,3.36999988556,5.1066699028,5.30000019073,5.40000009537,6.25,7.69000005722,11.0,11.3299999237,16.4500007629,16.4799995422,17.6700000763,18.2000007629,22.0100002289,26.2999992371,30.5,31.7432994843,78.5,107.699996948,117.9,160.265,212.154006958,238.470001221,286.8,314.485,319.220001221
B13_mean,-1.1469118778380196,-1.2898356723647464,-1.1520860535420463,-1.1830410578337225,-1.2232304582543483,-1.2200769184466833,-1.2231243874631974,-1.2377970312474067,-1.1764542302763612,-1.2478445613211082,-1.3930846098417862,-1.3107140747707982,-1.266103522725493,-1.2907863989186406,-1.2102192491242827,-1.159841351156596,-1.1429304459036955,-1.4189626513830964,-1.2397297239270682,-1.274571544124098,-1.2573208322574412,-1.30911979162301,-1.3530748705603202,-1.2968934791023077,-1.3982064966774157,-1.301592464107033
B14_mean,-1.112525170467137,-1.2516083647398126,-1.116514608972315,-1.1455920870809404,-1.1883291484347105,-1.1851553630525575,-1.1873541109764343,-1.2076267233974933,-1.1402931119747843,-1.213112779429019,-1.3589861235778256,-1.2767504007621233,-1.234615266105572,-1.257096630612856,-1.1775623685156393,-1.1230068989555098,-1.1103781702798425,-1.3837976837454644,-1.209529630124064,-1.2400164283207349,-1.2236329442079996,-1.2770431085742713,-1.3179040160318531,-1.2625136267995423,-1.3647959516977055,-1.267549601570102
B15_mean,-1.0411935958250376,-1.1916703866843938,-1.0462151167701121,-1.0770286899845336,-1.1225961034136378,-1.1171755681610385,-1.121441085528444,-1.1383566296492995,-1.068669952634672,-1.1496009730703003,-1.295592412605377,-1.211634135662404,-1.1676211772117948,-1.195836159284965,-1.1103937841067184,-1.051859026077802,-1.0407353974649016,-1.3202407633555298,-1.1444059708785332,-1.1769768330248114,-1.1603916334561646,-1.2149456237662015,-1.2560535444461929,-1.202477759268936,-1.3047695272032196,-1.2047267604872929
B16_mean,-1.0642017023642256,-1.2016775632061645,-1.0701080416762685,-1.0959159939528769,-1.1408753787185728,-1.137409443504747,-1.1380099547929288,-1.1603385756304891,-1.08848620265481,-1.1659531525039226,-1.3093568892536211,-1.2291505816270647,-1.1875392130992464,-1.2098793193413866,-1.1324639017148572,-1.0726694903842697,-1.0674251372020302,-1.3297880336497891,-1.1678682733175394,-1.1912276397329375,-1.1766499868115627,-1.2330638099781774,-1.2700821765652186,-1.2181298174967328,-1.3189959284493877,-1.2200973240478914
B17_mean,-0.9857754558646065,-1.1378984638106202,-0.9939831827919199,-1.0149367861994878,-1.0711229020065025,-1.0665480995439083,-1.0681392407057748,-1.0856431374215716,-1.0080478007432392,-1.099962312125317,-1.2442658780206721,-1.160347344946083,-1.1118713533835183,-1.1451802213671007,-1.0612634635242189,-0.9917318086291289,-0.9938198900597933,-1.2650797675015928,-1.0927622990047827,-1.1226275704775215,-1.1126611844889767,-1.166838274844445,-1.202829720100463,-1.153148177834204,-1.2491243668486391,-1.1549996028247271
B18_mean,-0.9017243658855819,-1.0622676255083612,-0.9110519475420814,-0.9298958100862371,-0.991335567566502,-0.9896583150593476,-0.987389298236836,-1.0007086560254916,-0.9232952045755567,-1.0229337897144433,-1.171162623245763,-1.0840163512221803,-1.0335937576172416,-1.0696518414345877,-0.980997052173505,-0.9049154196501833,-0.9109725625535904,-1.1908726267428993,-1.0165410564151065,-1.043345259016226,-1.0349935947653908,-1.0931683281878581,-1.1283761420326193,-1.0818428585526023,-1.1814649291168118,-1.0799265169243362
B19_mean,-0.8543190948722744,-1.01758715395216,-0.8659264761811121,-0.8788761528634257,-0.9443307308485991,-0.9446831649363322,-0.9407833742966771,-0.9529240317245509,-0.8713331887519842,-0.9776805341061805,-1.1271011720592732,-1.0390805354163848,-0.9837863426001288,-1.02508646096987,-0.9349900888233116,-0.8531401747528532,-0.8652449482731728,-1.1465098462538517,-0.9685411790371398,-0.9950751287822215,-0.9891506750837592,-1.0503580055781105,-1.0848903429529442,-1.0399026008124401,-1.1381193572168848,-1.0345235257140721
B20_mean,-0.7876660483756824,-0.962141431230114,-0.8002031119892251,-0.8081195880880959,-0.8806902177410293,-0.8802933784400266,-0.8768647212164135,-0.8907773699119914,-0.7988396025795489,-0.9171654453519624,-1.0692254630355236,-0.9763020552634457,-0.9140846388901936,-0.9661973806423825,-0.867407620110526,-0.7802928279056237,-0.7959397697574847,-1.0872482416787146,-0.8987634140489257,-0.9289071540774543,-0.9272204936658813,-0.9890962733992873,-1.0259110491503756,-0.9822671195670822,-1.0808151060708446,-0.9726389592684643
B21_mean,-0.7514634678912112,-0.9251657268401912,-0.7626879887534667,-0.7653245145693516,-0.8400651303736955,-0.8426614068783468,-0.8366215188071451,-0.8659244567649826,-0.7557660197594237,-0.8785305407811307,-1.0361908538394018,-0.938324123780706,-0.8715795213870454,-0.9282872075182431,-0.8248549771798971,-0.7346187899260933,-0.7540761082780817,-1.048668628900705,-0.8578954562873571,-0.8863867263896812,-0.8839912342900043,-0.9506843556136696,-0.9903126039950687,-0.946513851533844,-1.0460248986558076,-0.9325713101381421
B22_mean,-0.6720372807151217,-0.8562751334293981,-0.6840823939002314,-0.6763295125645856,-0.7613695252032813,-0.7655454328576251,-0.7578843952200177,-0.7986546902775866,-0.6672019059770259,-0.8049363107367598,-0.9724428062956294,-0.8625833813660686,-0.7861705970494389,-0.856392468537484,-0.7401831921466693,-0.6446143008103405,-0.6707667482472695,-0.981296403167039,-0.7702080674678368,-0.8059961279973236,-0.8048803088792489,-0.8769933821540665,-0.9215059149703279,-0.8758220627790942,-0.9782501693543638,-0.8562602772034408
B23_mean,-0.551329004502083,-0.7467572566863747,-0.5603850813036352,-0.5470598504077292,-0.6401860332052419,-0.6451889432813857,-0.6376648758994115,-0.6908820352403447,-0.5382714716669378,-0.6901871977342084,-0.8699105182282953,-0.7461275190521457,-0.6630799456241947,-0.7447403778730939,-0.6130875604914405,-0.5108048251060181,-0.5431694118496003,-0.8776185565553282,-0.6435705084355849,-0.6858432849911251,-0.6827126917070085,-0.7627150873336985,-0.8129446841214656,-0.7648966027269607,-0.8712629486207736,-0.7400256064668175
B24_mean,-0.5024927719659602,-0.6968151784360547,-0.5078566906889556,-0.4903009165817025,-0.5865041862139514,-0.5936507031744623,-0.5842195957326138,-0.653581076012268,-0.48067645314017626,-0.6394603305552307,-0.8269676387760218,-0.6920466556041414,-0.6054510425646634,-0.6940911997057273,-0.5552105044221658,-0.45055366161144933,-0.48728091021237335,-0.8286830334605308,-0.5868068175579778,-0.6295902239503401,-0.6259226085009006,-0.710743865425046,-0.7652402609456108,-0.7156468377351172,-0.8259495223468949,-0.6850541507934315
B25_mean,-0.4497762893492732,-0.6393316225168629,-0.4495653359002751,-0.43223594082472316,-0.5247965782075373,-0.5363911558562005,-0.5232286753097171,-0.6071491603452374,-0.42382542534727397,-0.5813333050710302,-0.7742443116567823,-0.6345924610768815,-0.5497040477878877,-0.6356554350800495,-0.4946836020334216,-0.3929741648051288,-0.428991725142109,-0.7703752512714875,-0.5322208370129208,-0.5674676173713795,-0.5600036514200694,-0.6538112626799503,-0.7098153207302876,-0.6573753400931677,-0.7729913535685159,-0.6231024506740915
B26_mean,-0.3994461290132932,-0.5943659330497624,-0.39886250890945124,-0.37526045402604774,-0.47457605792999186,-0.4857742939923775,-0.473210149863529,-0.5637537262220125,-0.36606147353413093,-0.534036076488874,-0.732189440618577,-0.5835257502474731,-0.4914296138452826,-0.5890836284951206,-0.4399874213470345,-0.3326089536764389,-0.3739912041753379,-0.7253203131596802,-0.4719001244120621,-0.5150136715562115,-0.5086441330174821,-0.6032607297460482,-0.6617976777578556,-0.6103807207184535,-0.7234275800809677,-0.5714187890331156
B27_mean,-0.3979461045398076,-0.578192699030561,-0.39366859780086144,-0.3683078654232312,-0.46219094266981087,-0.4749877174743271,-0.46097377133642786,-0.5598898015483191,-0.36110335884950784,-0.5214190408657576,-0.7156361024542911,-0.569638686290148,-0.4835436533091133,-0.5738303205753416,-0.43067208414936553,-0.3287615397542634,-0.36905283661378563,-0.7042708540430905,-0.46778453957677346,-0.5002992919034529,-0.491966684183708,-0.58989055743547,-0.6470318842256146,-0.5947394530209991,-0.7082162821473821,-0.5536539083670949
B28_mean,-0.3843700370783996,-0.5593473822118189,-0.3793337737914988,-0.3489180391261897,-0.44619712505273035,-0.45710604941428384,-0.44441914691827306,-0.5438728555769171,-0.3412719958605063,-0.505629251613069,-0.6952554033296059,-0.5473828848588426,-0.4606002684573575,-0.555873347820998,-0.4126491406706616,-0.3063139972696811,-0.3559334487267207,-0.6815478389651597,-0.44590169742849917,-0.47955852265100046,-0.47361893144830197,-0.5692308630577726,-0.6239813452220582,-0.5730496806152763,-0.6824406984497441,-0.5309410459517429
B29_mean,-0.3191585719780282,-0.48687838635941083,-0.30959752073580393,-0.28049776215553895,-0.37605443092425345,-0.3874699031404156,-0.3745019375260753,-0.47525751109810904,-0.27477374202569166,-0.4380053284744861,-0.6252673698589724,-0.47490029568771647,-0.39461946266153636,-0.487337976373233,-0.34305293324431485,-0.24255324902989267,-0.2871597082625974,-0.610157160986658,-0.3809728364148094,-0.40949900414417895,-0.40192792129516147,-0.4992565859004183,-0.5526911203848093,-0.5027897667356719,-0.6129248000153502,-0.4583642371100799
B30_mean,-0.2871676088088439,-0.45609875320270826,-0.27718786212782637,-0.24312007858559,-0.3440288909640589,-0.35254833792256907,-0.341509349935331,-0.4429286121319518,-0.2368199637119167,-0.4076823075480262,-0.5912838767224889,-0.43640955162290496,-0.3553353556758533,-0.45507119059694584,-0.30882588013338735,-0.2033384731105196,-0.2547241093873325,-0.5759544579732971,-0.3427202627855009,-0.3738747546118467,-0.3688325778850348,-0.4634011170442359,-0.5161438487349597,-0.4667255754236594,-0.5755629094755763,-0.42117983394000524
B31_mean,-0.2782376531806523,-0.43529065547363077,-0.26485111990319965,-0.23129578371662846,-0.3278501752336132,-0.3364722828600482,-0.32437291954089426,-0.42993369105929036,-0.22531000540563445,-0.39065333501182764,-0.5701798456955965,-0.4169763468690028,-0.3423946949258464,-0.436083599824503,-0.29493556923657094,-0.1943968989558038,-0.24388712205342544,-0.5537063875026689,-0.33327811087552867,-0.35566255978577,-0.34875801534972245,-0.4443383419378408,-0.4961026438388395,-0.44603107542958353,-0.5551925680845053,-0.39882067616599765
B32_mean,-0.301983119153028,-0.4494054110694552,-0.28621269358345547,-0.2504996133214987,-0.34967671241761705,-0.34034618614656253,-0.34442515876641716,-0.4572474351084305,-0.24387117701704475,-0.40999484145674475,-0.5830446402949996,-0.42446210963266734,-0.356317121522577,-0.45373274900366495,-0.3140817868586135,-0.21247027129607002,-0.26860064710702575,-0.5635969203297378,-0.34865363891088036,-0.37189891322598606,-0.36663555204138154,-0.4585135378900691,-0.5076971494476208,-0.4586970962981318,-0.5649947119460608,-0.41201910888469206
B33_mean,-0.2620872000715927,-0.4149178999132494,-0.24970330085514486,-0.20371111764037386,-0.31181681742840256,-0.3126430992237069,-0.3047730289977722,-0.4267317528575183,-0.19554367671175352,-0.37448709335878305,-0.5457257846951902,-0.3877603586907143,-0.3087600405533162,-0.417981993219834,-0.2734563760380929,-0.1639653321628484,-0.23057296684804918,-0.5259874550128109,-0.30163802893718195,-0.32946885064886766,-0.3291121295069207,-0.41815909879133967,-0.46633683225922445,-0.41779414576459073,-0.5230991394973296,-0.3700448447852495
B34_mean,-0.25666623973370467,-0.4012760137874194,-0.24378541879270058,-0.1930604527203196,-0.3023706352069948,-0.3012847191144283,-0.29484071536415823,-0.4235801731533891,-0.18596422946266122,-0.36525941704659143,-0.5304973708609442,-0.3737382752890067,-0.2973486664491523,-0.4068177303197999,-0.2637078863335031,-0.1546842000480936,-0.225244952920227,-0.5081804403857186,-0.29309216224290385,-0.31644772036614643,-0.3158298587642117,-0.4041734084688266,-0.4515527367932507,-0.40285094257096826,-0.5079777277601588,-0.3541697836310269
B35_mean,-0.23264782133860884,-0.364990851109731,-0.2173745260197516,-0.16740282450384866,-0.27120686058764193,-0.27213622720514,-0.2629039961394814,-0.38592665560179634,-0.16017846980642092,-0.33381434471545324,-0.48939234660000536,-0.33884625754544523,-0.26858548659495485,-0.37198281684652945,-0.23714921983066867,-0.13168192639127244,-0.20048073444902767,-0.463276880241988,-0.2668871021009547,-0.2832218546488776,-0.28065233788991706,-0.37047926526498687,-0.41529612164812196,-0.36788229069175227,-0.4671471768692969,-0.3165300476602429
B36_mean,-0.14640496764829464,-0.27307980919012803,-0.12885037609422897,-0.08339021651885448,-0.17506434334479654,-0.1897984265124866,-0.17125183328934795,-0.2853925617405236,-0.07882227547125359,-0.2449573937920655,-0.3861316119779614,-0.2493924641029795,-0.18286084780058462,-0.2751607054473663,-0.15344520812191983,-0.04631972122809927,-0.11163204668762214,-0.36149993086221766,-0.18076427189542835,-0.18611215125179797,-0.18301502332523514,-0.27759547278139596,-0.3101611469412704,-0.2731212501305031,-0.35774263460429007,-0.22153898378082876
B37_mean,-0.05551068252673907,-0.208488200300506,-0.04609151736437559,0.0015966228396702253,-0.09211458367656028,-0.11944984025915655,-0.0909303969585465,-0.17185636732407408,0.008469308454923968,-0.17372669463061527,-0.29655576758247865,-0.17241239305148262,-0.08778493866046154,-0.19670747247359766,-0.07385001003372499,0.04096273492334325,-0.01630396915201358,-0.28048432840862775,-0.08243843340012627,-0.10377962902859085,-0.10761077433420813,-0.19294231938639314,-0.21941560661823972,-0.2012855838657054,-0.2693278890436049,-0.1439595432760908
B38_mean,-0.10059075250510974,-0.22974853616805832,-0.0920248915135712,-0.05889415133034026,-0.11932419974592197,-0.16744717010922155,-0.12028733654205027,-0.17264064919884053,-0.054469100737978365,-0.20156025950909265,-0.2942521536627137,-0.20936008971115783,-0.1362349772831016,-0.21437075671052022,-0.12355286818815199,-0.02763911741482237,-0.0559831744990738,-0.2843379041325066,-0.13818516168902925,-0.1338886061825845,-0.13188532810459763,-0.21733868765222467,-0.2364346649147152,-0.22920754106753197,-0.2807832699156575,-0.1675351436010671
B39_mean,-0.1222671507866599,-0.2506148087404501,-0.11921168700372684,-0.08522048813797459,-0.1370765598678925,-0.199226484762142,-0.13971556778575203,-0.15360884005120645,-0.08474211858155917,-0.22306302576214357,-0.28171255934874967,-0.2275016892038214,-0.15424232675993357,-0.22661393115820302,-0.15293833742625787,-0.05744408452195616,-0.08174029264035551,-0.2787353602124035,-0.15623801144299215,-0.14912638713757964,-0.14968824729144023,-0.22952043763594732,-0.2346855436774375,-0.24388163901716503,-0.2759545150004067,-0.18241431686258255
B40_mean,0.008272105250404548,-0.17228372189955482,-0.0031238446819296653,0.0468193794629538,-0.03526953366459738,-0.09334739930935386,-0.03454073992312119,-0.015536353438673836,0.052898660572526096,-0.13184616803360097,-0.17692460291307474,-0.1221065676698511,-0.013362927364908322,-0.13463634340546626,-0.03615278808191348,0.0844755099014808,0.04678053388493626,-0.18805656550786756,-0.005437221860559471,-0.042618045027036096,-0.06154147692833868,-0.1202706564743471,-0.12042404511365183,-0.15027976265755122,-0.16884026197450175,-0.08488895739361764
B41_mean,0.06825802967552022,-0.1222253240678154,0.05495862120306242,0.1010179615297732,0.020967035908760565,-0.03967585880317492,0.023471574699498562,0.06301584328142662,0.11051249230179092,-0.0786612521885542,-0.10675665171853657,-0.06402722070801271,0.04994515123165351,-0.0776342518879093,0.019806234536874204,0.14035250962512688,0.10523286354276168,-0.1241276746348382,0.060670229644851005,0.012448190895162095,-0.007400590173306466,-0.05972326521094341,-0.05428663558711921,-0.09424723463477738,-0.10284969866825472,-0.026758436964940433
B42_mean,0.02620460883357657,-0.13612241205296954,0.02004118380697201,0.04844623438938729,-0.0066289733346237235,-0.06790630598531776,-0.0020632185803723456,0.052949462874755014,0.061118323035383865,-0.09907514906412766,-0.10512360520278259,-0.08431824080297771,0.009646680504004426,-0.09498873173827266,-0.013255511846704357,0.08788352452440026,0.07338533217924303,-0.12000513033115956,0.010151070194983234,-0.01721550008580145,-0.02602098823397341,-0.07796266120486635,-0.07477617420185492,-0.11352358569915363,-0.12386294426012295,-0.04366298318025849
B43_mean,-0.03672372132185678,-0.14002544822971974,-0.03036329970753756,-0.011057984813517977,-0.04200604207601167,-0.1166094251558034,-0.040826942537638494,0.022390619368721637,-0.012307274225059894,-0.12871502248499825,-0.10654075123562196,-0.11615996376584514,-0.058169611133638686,-0.11239199283204598,-0.07489054346129133,0.009960520469226505,-0.0009618761856584364,-0.11610654033289101,-0.05771310105493312,-0.05030825596289791,-0.05086462733753108,-0.11126412321824596,-0.0883485384739927,-0.12786697834954022,-0.11528019199068103,-0.06742532092205741
B44_mean,0.3931355846130914,0.177278819383619,0.3772397862421055,0.4292377751204465,0.33593590860449773,0.2653479863465686,0.337110455691769,0.42697344455090636,0.4361125183666497,0.2179729976424061,0.22593830416342103,0.2559399162522999,0.3760857185303053,0.23071802574278116,0.33203968762135455,0.4691620951807792,0.4266935062790035,0.19022090234733938,0.3944960648822404,0.32550322564119655,0.29619368114704325,0.25928281775726075,0.2829879131346022,0.21474541273432488,0.23131047605240523,0.2858248642171302
B45_mean,0.1620644060545355,0.009750082401405931,0.15776988513494952,0.18107358361898693,0.13929355202731145,0.059382758862333185,0.13926577608523444,0.21226996765135175,0.18842853943123342,0.03944174514072697,0.049038422571042274,0.0540324695256327,0.13841915547023037,0.054737336118660364,0.1117406600644766,0.21581601196235237,0.20493772401336374,0.02504910080650873,0.14197918453828995,0.12331982309546868,0.11600823164399342,0.06582307533850301,0.08588743646549987,0.029746449777719036,0.03889842500309427,0.0990980581151859
B46_mean,0.2127324932596352,0.04661694256495989,0.20476601353613155,0.23283188081542883,0.18165347082685465,0.10707030667927021,0.18225261386141658,0.2702576933268629,0.24138056701117802,0.07962703804144926,0.0996749045895118,0.10593201313358899,0.19355249716921258,0.09848271706024549,0.16043546612637366,0.2688969692788861,0.25533461028352844,0.07056266053406125,0.20155124466206045,0.16625832048157496,0.1550397946592533,0.11620412089858856,0.13969989545987394,0.07567700482520044,0.09031084169151381,0.14385768926458709
B47_mean,0.20883804773893253,0.05934499200952979,0.20654750646628792,0.2246844897491225,0.18549230216001528,0.10898602885236658,0.18562386557423566,0.2807269861146913,0.23326934918429104,0.08617754619900644,0.1157462768809588,0.11151448328653536,0.18820367190635084,0.10777400397633917,0.15979287911031884,0.26018004451080173,0.2564153071949439,0.08882717346006533,0.19401240840631231,0.16795090470843355,0.16242348165698986,0.12514568707510465,0.14932263661979203,0.08410251058493844,0.10259673233489118,0.15163214146985693
B48_mean,0.09878305076085651,-0.008440353483422017,0.1052343698396533,0.10732061072703458,0.09910609411679502,0.012779773572098365,0.09707435568070921,0.18543833673111587,0.11050945291171789,0.006933890708724024,0.046763845108574585,0.024197521412964763,0.07018150728575487,0.036398814089748786,0.05460468500433213,0.13327180979705516,0.14689056846577062,0.023954031138150787,0.06778539184950036,0.08053621334829988,0.0859428205689352,0.040796922378450305,0.07095603243798156,0.007374129845777167,0.030563855199931534,0.07193538348080265
B49_mean,0.15389492238462402,0.014060310060361741,0.14920413605400212,0.1692835919215871,0.13189038782533768,0.055840523221798305,0.13210600750328155,0.23667675388206375,0.17775890195878455,0.036131905452484805,0.07853923007312524,0.0657722359829689,0.1383081723666359,0.06441336618300071,0.1030234236530011,0.20446657173336025,0.19852090622308893,0.0485762527433356,0.1467487431845701,0.11766705170286974,0.10960789895242891,0.08289059441840414,0.11521254291597761,0.04207637110495781,0.06952426506172232,0.10533606420887834
B50_mean,0.22629417924332462,0.07694434684632878,0.22256111885706942,0.24004659435062195,0.20028865178148927,0.12513505042042714,0.20230039801584193,0.3161643079698587,0.2499593706235861,0.10295118500931569,0.15269478288609958,0.13816622759271516,0.2114154988616608,0.13313564107719802,0.17449528864935776,0.27648549528711514,0.2747566526362107,0.11910032668262809,0.22467686223940855,0.18613203305921225,0.1763711134048863,0.15745930745354603,0.19240523693935763,0.11376141185829478,0.1425928616889653,0.17645369664464222
B51_mean,0.21035954645064,0.08132588679878473,0.21149121835926024,0.2168560336020631,0.19528479429843237,0.11517168533992912,0.19559195365109294,0.310854128269482,0.227788883256491,0.1005217385671211,0.16031651464344793,0.13350731973874796,0.19291226527225278,0.13584409706349848,0.1613169097904172,0.25406937044754496,0.2617091891949324,0.12674613565586015,0.20576349336214306,0.17704511700379716,0.1763699300756786,0.15575646916768685,0.19146921983176288,0.11358628002935263,0.1462061307483342,0.17569359326344675
B52_mean,0.20148861776943428,0.07686365793802083,0.2025207917277754,0.20822352730778984,0.18735291976912843,0.10687528617220023,0.18777274127394508,0.30870268111574034,0.21952045080762855,0.09324935599948654,0.16340076415818494,0.13003652779927868,0.18876480007028876,0.13224130261061137,0.15313946638945805,0.24475897542601707,0.25116880546923237,0.12958792098372038,0.20326662941671905,0.17094545558462884,0.16818808999770402,0.15476057770920795,0.19429921932256747,0.11357705624166275,0.1534893400265922,0.17272288742404596
B53_mean,0.16196579909002112,0.04745947621586129,0.16324439978123778,0.17022593767536925,0.15081292545635372,0.07009106897742458,0.15144776632516294,0.27751783291039156,0.17943014481283784,0.05973718011114388,0.138103844618457,0.09870585328742687,0.15318300069835247,0.10292456042535804,0.11442972765408362,0.20194209432728336,0.2109773334973031,0.1034451936863127,0.16666667966528664,0.13656848118927772,0.13320547719425682,0.12468191411620752,0.1684540591529392,0.08443681819576951,0.12859899343552983,0.14057359390712143
