,0.0,3.36999988556,5.1066699028,5.30000019073,5.40000009537,6.25,7.69000005722,11.3299999237,16.4500007629,16.4799995422,17.6700000763,18.2000007629,22.0100002289,26.2999992371,30.5,31.7432994843,78.5,107.699996948,117.9,160.265,212.154006958,238.470001221,286.8,314.485,319.220001221
B1_mean,-1.4831579793028775,-1.6848857009371965,-1.5191617164725757,-1.5385886031880291,-1.5657945517696297,-1.610372904005583,-1.5554754979722185,-1.5815465859029434,-1.6076023192972462,-1.7517516143508451,-1.684096865280511,-1.5846225772626692,-1.5958373215314856,-1.590439630782883,-1.5798809063596042,-1.492722765239295,-1.7914772247468846,-1.5452854753613772,-1.5870622366152143,-1.6039045494697646,-1.6466883042484741,-1.7125382605178876,-1.6415923552342626,-1.7524682213506728,-1.6417574588087283
B2_mean,-1.563460138358889,-1.730829358137506,-1.5963944590179198,-1.6245283290875474,-1.6156938055231915,-1.6752029505879027,-1.620968088758825,-1.6501418972652073,-1.650586327864064,-1.7977763870911485,-1.7453234717190247,-1.686453342960785,-1.6472836429772069,-1.6495651055748617,-1.633587552734779,-1.5866195394732665,-1.8388025587573016,-1.6643160104544292,-1.6455545885118392,-1.6493169441417541,-1.7063408620619174,-1.7733057088688777,-1.6879374289369502,-1.7924975273961605,-1.697852449471532
B3_mean,-1.5739316429674592,-1.7380940986151219,-1.597487564708478,-1.637359543680864,-1.6300885551374347,-1.7080425043916656,-1.6316239597747688,-1.657309916404233,-1.6654244782098964,-1.8059245242159925,-1.7772426797831147,-1.7022577676383943,-1.6559476458229574,-1.6589858506251776,-1.6401170239739673,-1.595206028675131,-1.8366116149291136,-1.6866346065174946,-1.6547269700327052,-1.6598523135653365,-1.7205130190678832,-1.7769678783794587,-1.6853031014568205,-1.7944182574175827,-1.7063175320436361
B4_mean,-1.507621587580935,-1.666624242259994,-1.5489219527136013,-1.5771315444197913,-1.5781315466173582,-1.6336401936588887,-1.5810996923347551,-1.607915231385135,-1.608481785088553,-1.7633557876511639,-1.7147198861261577,-1.6482474328221823,-1.6035959613049564,-1.6138250433571792,-1.5955244368996622,-1.5493306851650481,-1.788769038225246,-1.642328559190037,-1.6042532799574003,-1.6019606820170535,-1.6664369310590204,-1.7332433858720258,-1.636249258911462,-1.7525659562756508,-1.6636067935004595
B5_mean,-1.4557121406923013,-1.6456795047074397,-1.4947483255994314,-1.5220383605573862,-1.5385975262820584,-1.5767047181765543,-1.538878881923402,-1.5337254705957186,-1.5810272965078962,-1.709056436866928,-1.6644609289343975,-1.5952713835873706,-1.573061248901191,-1.5548107260513502,-1.517150905612329,-1.4949911728604994,-1.750197945733398,-1.567172796183088,-1.565938091132989,-1.5773032028561533,-1.6229158173819052,-1.6876943673023057,-1.5987118595284349,-1.7096300608122326,-1.6279795922101128
B6_mean,-1.3826346817703836,-1.5727625575321689,-1.4155546597379227,-1.4537034941002178,-1.4724179161023967,-1.5159770329132718,-1.4732310358301368,-1.4628440356918082,-1.510077929690245,-1.6355094541555633,-1.5857715112225261,-1.527862094165069,-1.5053756079417353,-1.4845034206522356,-1.4419538198640334,-1.422781402306977,-1.6796796173142268,-1.5052664913317098,-1.5068517948580802,-1.519364811734095,-1.5568264139037822,-1.6153849651320236,-1.5432890566909634,-1.6415887460928915,-1.5613843949929902
B7_mean,-1.320758980050526,-1.5078661262620707,-1.3481169809615796,-1.396054909357479,-1.4194159922915008,-1.456131088022366,-1.4138011357315612,-1.400699959343733,-1.4466777071259889,-1.5847004195951013,-1.531456885150724,-1.4646836987208565,-1.4453750383488184,-1.4299067141439756,-1.398225146148666,-1.359030970554032,-1.619178366783629,-1.4460332556683213,-1.4538023860109155,-1.4584606773552957,-1.4999818417366568,-1.557737940588247,-1.4809023743522032,-1.5969318422536996,-1.5048186404279018
B8_mean,-1.2877559930111855,-1.4625903564373746,-1.3213091491960083,-1.3709085348380032,-1.3889803049029652,-1.4186258345047458,-1.3878544044033638,-1.3770351277911703,-1.4102572513635956,-1.5527216746976777,-1.4960972377484196,-1.4404950971420383,-1.4156449392755226,-1.3996467373707147,-1.3663915901184673,-1.3298974160712826,-1.5838681681537665,-1.430379346460135,-1.4280027132376973,-1.4292344753152504,-1.4702011895788898,-1.5273060631880322,-1.45273846262784,-1.556796314735741,-1.472144744257359
B9_mean,-1.2713210226789735,-1.4493673421655355,-1.3054882964158872,-1.3555726977062603,-1.371250684618079,-1.3939584108916458,-1.3641917360392133,-1.3543327101466676,-1.388894893824587,-1.5263105777826333,-1.4708068947600015,-1.425732910479196,-1.3956597960691852,-1.3810184222405884,-1.3376254891998647,-1.3152667714743247,-1.5611119773684432,-1.4231574252150663,-1.41240733161041,-1.4071330951701928,-1.4502821345089072,-1.5040541987919418,-1.428533268116618,-1.545658644799595,-1.4480341960809069
